Clinics,Description,Category,City,Country,rating,Review,Address,Phone_number,Availability,Site_url,Status_working
HNO Praxis am Promenadeplatz - Dr Gillessen,· Otolaryngologist,Ent clinics,Munich,Germany,4.6,-38,"Im Innenhof Aufgang 4 - 5ter Stock, Promenadepl. 12",· +49 89 220725,,⋅ Opens 8:30 AM Mon,http://www.hno-promenadeplatz.de/
"HNO-München Dres. med. Edelmann, Schuderer, Wigand, Serr",· Otolaryngologist,Ent clinics,Munich,Germany,3.7,-144,Oskar-von-Miller-Ring 29,· +49 89 2868700,,⋅ Opens 8 AM Mon,https://www.hno-muenchen.de/
HNO in München Lehel,· Otolaryngologist,Ent clinics,Munich,Germany,4.4,-18,Liebigstraße 9,· +49 89 24212555,,⋅ Opens 8 AM Mon,https://hno-lehel.de/
HNOmedic Sendlinger Tor,· Otolaryngologist,Ent clinics,Munich,Germany,4.4,-156,Sendlinger-Tor-Platz 7,· +49 89 886233,,⋅ Opens 8:30 AM Mon,https://www.hnomedic.de/hnomedic-sendlinger-tor
HNO-Praxis Dr. Turan,· Otolaryngologist,Ent clinics,Munich,Germany,4.3,-185,Sonnenstraße 27,· +49 89 598264,,⋅ Opens 8 AM Mon,https://www.hno-sonnenstrasse.eu/
Hörzentrum München - Klinikum rechts der Isar,· Otolaryngology clinic,Ent clinics,Munich,Germany,3.5,-17,Ismaninger Str. 33,.+49 89 41409090,,,
Prof. Dr. med. Rainer Staudenmaier,· Plastic surgeon,Ent clinics,Munich,Germany,4.8,-52,Promenadepl. 9,· +49 89 416178570,,⋅ Opens 8:30 AM Mon,https://www.prof-staudenmaier.de/
HNO in München am Marienplatz: Dr. med. Christian R. Kothe,· Otolaryngologist,Ent clinics,Munich,Germany,3.8,-106,Weinstraße 11,· +49 89 221002,,⋅ Opens 8 AM Mon,https://www.hno-marienplatz.de/
Medizinisches Versorgungszentrum Bogenhausen GmbH,· Otolaryngologist,Ent clinics,Munich,Germany,3.6,-43,27 Possartstraße,· 089 99890220,,⋅ Opens 8 AM Mon,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj3tavLifuLAxUIj4MHHSozELEYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI1Lj52YtG66rIuyk4WXMRpVpVptClT-NagpMUqTsVC_jXXgFPQ0U58aAva5EALw_wcB&ohost=www.google.com&cid=CAESVeD2h5Kvv3M4vlPC8isgUyBQt8bNJ0R5ixddJHYPf-4afNgHr7Rx3PeXv6bkaHlXr8h_58xQdj_aNUsF5FFf3UrGyUUsAO9aYyIQHx2ReLI5sBKHB0A&sig=AOD64_1xytjcr5GAy6kxZQpdMtT11O-whw&q=&ctype=99&ved=2ahUKEwjX86XLifuLAxW3nf0HHcofHFc4FBCErAF6BAgOEA8&adurl=
HNO Praxis Dr. med. Stefan Appenrodt,· Otolaryngologist,Ent clinics,Munich,Germany,4.3,-127,Sendlinger Str. 42,· +49 89 265581,,⋅ Opens 8 AM Mon,https://www.appenrodt-hno.de/
Dr. Bernd Schuster HNO Privatpraxis Nasenkorrektur Rhinoplastik,· Otolaryngologist,Ent clinics,Munich,Germany,4.5,-22,Theatinerstraße 46,· +49 89 24214750,,⋅ Opens 9 AM Mon,https://xn--hno-privatpraxis-mnchen-tpc.de/
Dr. med. Laura Gaertner,· Otolaryngology clinic,Ent clinics,Munich,Germany,3,-2,Possartstraße 27,· +49 89 99890220,,⋅ Opens 10 AM Mon,http://www.mvzbogenhausen.de/
"Heilpraxis Ralf Giere - Reizdarm, Depressionen, Entzündungen, Schmerzen, Erschöpfung, Fatigue",· Alternative medicine practitioner,Gastroenterology clinics,Munich,Germany,5,-42,München,· 089 89058736,,⋅ Opens 8 AM Mon,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj81daCivuLAxVLkoMHHTx8MNQYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI1uTo9SfmctJNoZBrYeOzp7ItyFOcIYwG7xK7CBs8Tmoz0CpBkEOQEaAumdEALw_wcB&ohost=www.google.com&cid=CAESVeD2nhRGfjyJCAgBhfvpZ-QT3T28hIiyVwq4FkeAve15dsqHKiHrqSFZUz0HHiaWtbA77kFk-kYp8Dys4cJtX8uv-utv7WDxqDGUi5I5m85d4P-0oa8&sig=AOD64_2Y9D0q9ulx16TSomOBepFB1Wd__w&q=&ctype=99&ved=2ahUKEwig2dGCivuLAxUbgP0HHcteIR4QhKwBegQIHxAP&adurl=
Gastroenterologie Endoskopie am Isartor Darmspiegelung,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.6,-154,Isartorpl. 4,· +49 89 21579215,,⋅ Opens 8 AM Mon,http://www.gastroenterologie-isartor.de/
Gastroenterology Center - Dr. Kerstin Dobrikat,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.7,-71,"Eisenmannstraße, Eingang 4, Herzogspitalstraße",· +49 89 55051499,,⋅ Opens 8:30 AM Mon,https://www.gastroenterologie-dobrikat.de/
Gastroenterology at Stachus,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.6,-70,Karlsplatz 10,· +49 89 5155570,,⋅ Opens 9 AM Mon,http://www.endoskopiezentrum-muenchen.de/
Dr. med. Reinhard Burlefinger,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.8,-84,Bavariaring 45,· +49 89 9827750,,⋅ Opens 8 AM Mon,https://www.burlefinger-beigel.de/dr-med-reinhard-burlefinger
Gastropraxis Harlaching Dr.Maximilian Tiller,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.9,-52,Theodolindenstraße 97,· +49 89 6424976,,⋅ Opens 8 AM Mon,http://www.gastropraxis-harlaching.de/
Dr. med. Andrew Alcock,· Doctor,Gastroenterology clinics,Munich,Germany,4.4,-76,Schönfeldstraße 16,· +49 89 2881420,,⋅ Opens 8 AM Mon,http://www.gastroenterologie-muenchen.de/
"Gastroenterologie, Hepatologie, Gastroenterologische Onkologie - Bogenhausen | München Klinik",· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4,-27,Englschalkinger Str. 77/E1,· +49 89 92700,,,https://www.muenchen-klinik.de/krankenhaus/bogenhausen/magen-darm-leber-pankreas/gastroenterologie/
Dr. med. Michael Römer,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4,-100,"Kunstblock, Ottostraße 5",· +49 89 2609494,,⋅ Opens 8 AM Mon,http://www.gastroenterologie-roemer-muenchen.de/
Prof. Dr. Valentin Becker | Gastroenterologe,· Doctor,Gastroenterology clinics,Munich,Germany,4.7,-30,Isartorpl. 4,· +49 89 21579215,,⋅ Opens 8 AM Mon,https://gastroenterologie-isartor.de/
Dr. med. Christof Pfundstein,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.8,-53,Törringstraße 6,· +49 89 94548810,,⋅ Opens 8 AM Mon,https://www.dr-pfundstein.de/
"Gastroenterologie, Hepatologie - Neuperlach | München Klinik",· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.2,-12,"Oskar-Maria-Graf-Ring 51, Ebene 2/Haus A",· +49 89 67940,,,https://www.muenchen-klinik.de/krankenhaus/neuperlach/magen-darm-bauchraum/gastroenterologie-hepatologie/
Clinic for Gastroenterology DR. HEGE DR. NOURIANI,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,3.8,-50,Wolfratshauser Str. 216,· +49 89 7441970,,⋅ Opens 8 AM Mon,http://www.gastro-muc-solln.de/
"Viszeralchirurgie, Thoraxchirurgie, Gastroenterologie - Schwabing | München Klinik",· Hospital department,Gastroenterology clinics,Munich,Germany,5,-8,"Kölner Pl. 1/Haus 4, 2. OG",· +49 89 30680,,,https://www.muenchen-klinik.de/krankenhaus/schwabing/klinik-fuer-viszeralmedizin-viszeral-und-thoraxchirurgie-gastroenterologie/
Gastroenterologie München,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,5,-2,Rosenstraße 6,· +49 89 23887887,,⋅ Opens 9 AM Mon,https://www.endovita.de/
Dr. med. Bernhard Hoppe,· Doctor,Gastroenterology clinics,Munich,Germany,4.8,-118,Plinganserstraße 45,· +49 89 7463180,,⋅ Opens 8 AM Mon,http://www.pp45.de/
Praxis Dr. Roland Ott - C. Haarmann - Dr. W. Schatke,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.4,-71,Englschalkinger Str. 14,· +49 89 96086730,,⋅ Opens 8:30 AM Mon,http://www.gastroenterologie-bogenhausen.de/
Klinik Josephinum,· Specialized hospital,Gastroenterology clinics,Munich,Germany,4.7,-207,Schönfeldstraße 16,· +49 89 236880,,⋅ Opens 8 AM Sun,http://www.josephinum.de/
Gastrodocs - Gastroenterologische Praxis am Sendlinger Tor,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,3.7,-67,Müllerstraße 54,· +49 89 2607656,,⋅ Opens 8 AM Mon,https://www.doctolib.de/praxis/muenchen/gastrodocs-muenchen?utm_source=google&utm_medium=organic&utm_term=praxis&utm_content=muenchen&utm_campaign=google-maps
Dr. Thomas Simon | Gastroenterologe,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,5,-7,Müllerstraße 54,· +49 89 2607656,,⋅ Opens 8 AM Mon,http://www.gastrodocs.de/
Prof. Dr. med. Folwaczny,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.4,-40,Isenschmidstraße 19,· +49 89 998295110,,⋅ Opens 8 AM Mon,https://www.aerztehaus-harlaching.de/aerzte-im-haus/prof-dr-med-christian-folwaczny/
TCM Praxis Xiaoling Guo,· Alternative medicine practitioner,Gastroenterology clinics,Munich,Germany,4.7,-80,München,· 089 32652789,,⋅ Opens 8 AM Mon,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiF9qmQivuLAxVqmIMHHYsGB80YABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI2YjZY_CFEEfcaIQrcKYWXXeXhZOGGE1ej24snUXy_FEZ2KJp-yinsaAvUcEALw_wcB&ohost=www.google.com&cid=CAESVeD21bALfmZqVQFpywiEUDcHUJr94KeNkLRpjq3Ndg_2L9RHU822WFdS6eaKdLtJAwSOHIfl4FObFkYkOHidUVYVY0dUvZKNa_7htmlj48t3-ASVQ10&sig=AOD64_0KpSze3Q__ki-5J2LS7IC9TcIDUw&q=&ctype=99&ved=2ahUKEwib5aSQivuLAxVVgP0HHRWxApw4FBCErAF6BAgjEA8&adurl=
Praxisklinik München-Pasing,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,3.8,-88,Gottfried-Keller-Straße 20,· +49 89 8208140,,⋅ Opens 8 AM Mon,http://www.praxisklinikmuenchen.de/
"Prof. Dr. Jung & Dr. Fischer, Leberzentrum München",· Internist,Gastroenterology clinics,Munich,Germany,5,-3,Sendlinger-Tor-Platz 9,· +49 89 37426710,,⋅ Opens 8 AM Mon,https://www.leberzentrum-muenchen.de/
Dr. med. Peter Ruckdeschel,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,5,-3,Karlsplatz 10,· +49 89 5155570,,⋅ Opens 9 AM Mon,
M1 private clinic - Your pediatricians in Munich,· Pediatric clinic,Gastroenterology clinics,Munich,Germany,4.1,-22,Frauenplatz 7,· +49 89 24215640,,⋅ Opens 8 AM Mon,https://www.m1-privatklinik.de/?utm_source=Google_Maps&utm_medium=M1_Privatklinik&utm_campaign=Google_MyBusiness
Viscera Surgery Center Munich,· Surgical center,Gastroenterology clinics,Munich,Germany,4.7,-68,Arabellastraße 5,· +49 89 89059090,,⋅ Opens 8 AM Mon,https://www.viszera.de/?utm_source=google&utm_medium=organic&utm_campaign=gmb
Privatklinik & Praxis Chirurgie Josephinum,· Surgical center,Gastroenterology clinics,Munich,Germany,4.6,-11,Schönfeldstraße 16,· +49 89 28675910,,⋅ Opens 8:30 AM Mon,https://www.chirurgie-josephinum.de/
PD Dr. med. Sonja Blaumeiser - Viszera Chirurgie Zentrum,· Gastrointestinal surgeon,Gastroenterology clinics,Munich,Germany,4.8,-20,Arabellastraße 5/1. Etage,· +49 89 89059090,,⋅ Opens 8 AM Mon,https://www.viszera.de/unser-team/pd-dr-med-sonja-blaumeiser/
Dr. med. Andreas Nouriani,· Doctor,Gastroenterology clinics,Munich,Germany,4.3,-43,Wolfratshauser Str. 216,· +49 89 7441970,,⋅ Opens 8 AM Mon,http://www.gastro-muc-solln.de/
Prof. Petra-Maria Schumm-Draeger & Kollegen,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.1,-36,Theatinerstraße 15,· +49 89 443889200,,⋅ Opens 8 AM Mon,http://www.zim-fuenf-hoefe.de/
Gastroenterologie München,· Medical clinic,Gastroenterology clinics,Munich,Germany,3,-19,Rosenstraße 6,.+49 89 23887887,,,http://endo24.info/
Dr. med. Reinhard Schneider,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,4.1,-9,Müllerstraße,· +49 89 2607656,,⋅ Opens 8 AM Mon,http://gastrodocs.de/
Dr. med. Christina Spiegel,· Internist,Gastroenterology clinics,Munich,Germany,5,-4,Müllerstraße 54,· +49 89 2607656,,⋅ Opens 8 AM Mon,http://www.gastrodocs.de/
Gastroenterologische Facharztpraxis Dr. med. Ralph Czekalla,· Doctor,Gastroenterology clinics,Munich,Germany,3.4,-83,Rosenheimer Str. 52,· +49 89 4485850,,⋅ Opens 8 AM Mon,http://endoskopie-haidhausen.de/
Dr. med. Richard Merkle - Viszera Chirurgie-Zentrum,· Surgeon,Gastroenterology clinics,Munich,Germany,5,-17,Arabellastraße 5,· +49 89 89059090,,⋅ Opens 8 AM Mon,https://www.viszera.de/?utm_source=google&utm_medium=organic&utm_campaign=gmbmerkle
Leberzentrum München,· Internist,Gastroenterology clinics,Munich,Germany,3.3,-41,Sendlinger-Tor-Platz 9,· +49 89 37426710,,⋅ Opens 8 AM Mon,https://www.leberzentrum-muenchen.de/
Herr Prof. Dr. med. Wolfgang Schepp,· Internist,Gastroenterology clinics,Munich,Germany,5,-3,Englschalkinger Str. 77,.+49 89 92702061,,,https://www.muenchen-klinik.de/jobs/arzt/portrait-schepp/
Group practice in the monastery,· Gastroenterologist,Gastroenterology clinics,Munich,Germany,3,-76,Planegger Str. 6,· +49 89 832008,,⋅ Opens 8 AM Mon,http://mvzimkloster.de/
Barbara Herter,· Surgeon,Gastroenterology clinics,Munich,Germany,3.2,-125,Kaufingerstraße 7,· +49 89 51660920,,⋅ Opens 8:30 AM Mon,https://www.chirurgie-herter.de/?utm_source=google&utm_medium=gmb&utm_campaign=organic
Urologe Dr. Meisse urologische Privatpraxis Brachytherapie Fusionsbiopsie,· Urologist,Urology  clinics,Munich,Germany,4.4,-23,23 Residenzstraße,· 089 45228450,,⋅ Opens 8:30 AM Mon,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiA4o3KivuLAxUElYMHHWK6MUgYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI3ixyXEJKY-rx2EiZT3lSA7-si4HIkfjnNUnO_QqrXcK68zD1qAL04aAqmKEALw_wcB&ohost=www.google.com&cid=CAESVeD25K2PwdjwZHHIizBQ2ktBIQh8UV448ttCpbBzL9RLMSueSj0ly0LiIQEnWjW1paaaQGGYFoHj2JZEdzGoXXWhrI-zxSyZPi3V-qa-5Fk53Hi4DGM&sig=AOD64_0gMdUH7H1v-Rbmp4p_TQNN8rm57A&q=&ctype=99&ved=2ahUKEwjSgIjKivuLAxUuh_0HHc5nAHAQhKwBegQIHBAP&adurl=
Urologist Hoepner,· Urology clinic,Urology  clinics,Munich,Germany,4.8,-45,Fürstenrieder Str. 203,· +49 89 717252,,⋅ Opens 8:30 AM Mon,https://www.urologie-hoeppner.de/
"Community Practice Urology, Andrology Munich",· Urologist,Urology  clinics,Munich,Germany,4.3,-17,Promenadepl. 10,· +49 89 2370890,,⋅ Opens 8 AM Mon,http://www.vasektomie-muenchen.de/
UROLOGY MUNICH BOGENHAUSEN,· Urology clinic,Urology  clinics,Munich,Germany,4.6,-9,Bülowstraße 9,· +49 89 984545,,⋅ Opens 8 AM Mon,http://www.urologie-bogenhausen.eu/
Praxis München,· Urology clinic,Urology  clinics,Munich,Germany,3,-26,Fürstenrieder Str. 203,· +49 89 717252,,⋅ Opens 8:30 AM Mon,https://muenchen-praxis.de/
Urologe | Urologische Praxis in Nymphenburg | Dr.med.. Florian Thein | Dr.med. Jessica Kruse,· Urologist,Urology  clinics,Munich,Germany,4.3,-32,Rosa-Bavarese-Straße 1,· +49 89 15002015,,⋅ Opens 8 AM Mon,http://www.uronymphenburg.de/?y_source=1_MjQ1MTQ3NDAtNzE1LWxvY2F0aW9uLndlYnNpdGU=
Urologe München Innenstadt,· Urologist,Urology  clinics,Munich,Germany,4.2,-41,Promenadepl. 10,· +49 89 2370890,,⋅ Opens 8 AM Mon,http://www.urologe-androloge.de/
Urologie - Bogenhausen | München Klinik,· Urology clinic,Urology  clinics,Munich,Germany,4.4,-92,Englschalkinger Str. 77/e2,· +49 89 92700,,,https://www.muenchen-klinik.de/krankenhaus/bogenhausen/blase-harnwege/
Urologist Dr. Friedemann Meisse urological private practice,· Urologist,Urology  clinics,Munich,Germany,4.4,-23,"Theatinerpassage, Residenzstraße 23",· +49 89 45228450,,⋅ Opens 8:30 AM Mon,https://www.urologie-residenz.de/
Urologie Odeonsplatz,· Urologist,Urology  clinics,Munich,Germany,4.8,-31,Odeonspl. 2,· +49 89 282081,,⋅ Opens 8:30 AM Mon,http://www.urologie-odeonsplatz.de/
Dr. med. Florian Kurtz,· Urologist,Urology  clinics,Munich,Germany,4.8,-58,Einsteinstraße 1,· +49 89 41079743,,⋅ Opens 8:30 AM Mon,https://www.urologie-1stein1.de/
UroClinic München Giesing,· Urologist,Urology  clinics,Munich,Germany,3.6,-27,Giesinger Bahnhofpl. 2,· +49 89 6915767,,⋅ Opens 8:30 AM Mon,http://urologie-giesing.de/
Dr. Marius M. Anger,· Urologist,Urology  clinics,Munich,Germany,4.3,-53,Sendlinger Str. 37,· +49 89 3141063,,⋅ Opens 8:30 AM Mon,http://www.urologie-am-dom.de/
Urologicum Innenstadt Fachärzte für Urologie GbR,· Doctor,Urology  clinics,Munich,Germany,4,-26,Sendlinger-Tor-Platz 7,· +49 89 593937,,⋅ Opens 8 AM Mon,https://www.urologicum-innenstadt.de/
Urologie Rosental / Julia Menzinger,· Urologist,Urology  clinics,Munich,Germany,4.6,-26,Rosental 7,· +49 89 23241340,,⋅ Opens 8 AM Mon,https://www.urologie-rosental.de/
Urologie Obermenzing,· Urology clinic,Urology  clinics,Munich,Germany,5,-23,Verdistraße 74,· +49 89 89559900,,⋅ Opens 8 AM Mon,https://urologie-obermenzing.de/
"Dr. med. Ulrich Pickl, Dr. Ulf Salzmann, Dr. Stefan Schoeler, Dr. Mathias Trottmann",· Urologist,Urology  clinics,Munich,Germany,4.6,-47,Promenadepl. 10,· +49 89 2370890,,⋅ Opens 8 AM Mon,https://www.urologe-androloge.de/
UROclinic Bogenhausen - Prof. Dr. med. Michael Seitz - Privatpraxis,· Urologist,Urology  clinics,Munich,Germany,4.1,-39,Richard-Strauss-Straße 82,· +49 89 92334767,,⋅ Opens 9 AM Tue,http://www.uroclinic.de/
Herr Dr. med. Rahmatullah Alakkozai,· Urologist,Urology  clinics,Munich,Germany,4.9,-39,Peschelanger 11,· +49 89 671161,,⋅ Opens 9 AM Mon,http://www.urologie-neuperlach.de/
Dr. Markus Günther | Urologie Odeonsplatz | Ihr Urologe in München,· Urologist,Urology  clinics,Munich,Germany,4.8,-12,Odeonspl. 2,· +49 89 282081,,⋅ Opens 8:30 AM Mon,https://www.urologie-odeonsplatz.de/team/dr-markus-guenther/
Urologe | Dr. Graf von Stauffenberg & Prof. Treiber urologische Privatpraxis | Bogenhausen | München,· Urologist,Urology  clinics,Munich,Germany,5,-32,Richard-Strauss-Straße 56,· +49 89 913073,,⋅ Opens 7:30 AM Mon,https://www.urologe-graf-stauffenberg.de/
Urologe Dr. Meisse urologische Privatpraxis Brachytherapie Fusionsbiopsie,· Urologist,Urology  clinics,Munich,Germany,4.4,-23,23 Residenzstraße,· 089 45228450,,⋅ Opens 8:30 AM Mon,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiwuJbPivuLAxU5moMHHQ8nOm4YABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI2XdmlmbEyF1ity9d51rWBjpPOx1MxJnVJ4lahy7zJhR1yiO1YuM9oaApTcEALw_wcB&ohost=www.google.com&cid=CAESVeD2NH6bhcEdsssb0MOAH151JFZYsJBneEGp9pYSKRtgjL06gSxruJtpMMRnqMxUzFbabZeMtyeWSaql7vBJ-D6ydvLgEORbJ7bcWZE1iSbf9_d7Y1s&sig=AOD64_0suSLD9hoekLWlQrxU8NCBnSzllg&q=&ctype=99&ved=2ahUKEwiDnpHPivuLAxXU_7sIHVwyDsM4FBCErAF6BAgeEA8&adurl=
"Urologie am Wienerplatz – Dr. D. Kaminski, Dr. G. Gaul, Dr. M. Wenders, Dr. B. Schneevoigt & Kollegen",· Urologist,Urology  clinics,Munich,Germany,3.7,-74,Innere Wiener Straße 50,· +49 89 4488400,,⋅ Opens 8:30 AM Mon,http://www.urologie-wienerplatz.de/
Praxis im Medicenter am OEZ,· Urology clinic,Urology  clinics,Munich,Germany,3,-2,Hanauer Str. 65,· +49 89 14990236,,⋅ Opens 8:15 AM Mon,https://www.urologie-muenchen.de/
Gusbeth Georg Dr. medic,· Urologist,Urology  clinics,Munich,Germany,4.5,-67,Boschetsrieder Str. 72,· +49 89 781712,,⋅ Opens 8:30 AM Mon,http://drgusbeth.de/
Urologe München Dr. Salzmann,· Urologist,Urology  clinics,Munich,Germany,5,-4,Promenadepl. 10,· +49 89 2370890,,⋅ Opens 8:30 AM Mon,http://www.facharzt-urologie-muenchen.de/de/praxis-dr-ulf-salzmann.html
Urologische Klinik und Poliklinik am Klinikum rechts der Isar,· Urology clinic,Urology  clinics,Munich,Germany,3.2,-32,Ismaninger Str. 22,· +49 89 41400,,,http://www.mriu.de/
Prof. A. Schilling,· Urologist,Urology  clinics,Munich,Germany,4,-22,Sonnenstraße 24-26,· +49 89 1499037440,,⋅ Opens 8:30 AM Mon,
Urological Clinic,· Urology clinic,Urology  clinics,Munich,Germany,2.9,-45,Marchioninistraße 15,· +49 89 440073531,,⋅ Opens 7:30 AM Mon,https://www.lmu-klinikum.de/urologie
Praxis für Urologie Katrin Schlee-Giehl,· Urologist,Urology  clinics,Munich,Germany,3.1,-68,Leopoldstraße 206,· +49 89 36899333,,⋅ Opens 9 AM Mon,
Urologist Munich - Dr. Christiane Damm.,· Urologist,Urology  clinics,Munich,Germany,4.2,-12,Scheinerstraße 9,· +49 89 90774895,,⋅ Opens 8 AM Mon,http://www.urologe-muenchen.net/
Urologie München am Viktualienmarkt - Dr. Patrick Bössner,· Urologist,Urology  clinics,Munich,Germany,3.8,-61,Blumenstraße 1,· +49 89 2603370,,⋅ Opens 8 AM Mon,https://www.urologie-viktualienmarkt.de/
Priv. Dr. Doz. med. Dr. med. habil. Christian Hofer,· Urologist,Urology  clinics,Munich,Germany,3.7,-20,Odeonspl. 2,· +49 89 282081,,⋅ Opens 8:30 AM Mon,http://www.urologie-odeonsplatz.de/
UROLOGY AM VIKTUALIENMARKT,· Urologist,Urology  clinics,Munich,Germany,3.7,-6,Blumenstraße 1,· +49 89 2603370,,⋅ Opens 8 AM Mon,http://urologie-viktualienmarkt.de/
Priv.-Doz. Dr. med. Markus Bader | Urologe,· Urologist,Urology  clinics,Munich,Germany,4.1,-30,Giesinger Bahnhofpl. 2,· +49 89 6915767,,⋅ Opens 8:30 AM Mon,https://www.doctolib.de/urologie/muenchen/markus-bader?utm_source=google&utm_medium=organic&utm_term=urologie&utm_content=muenchen&utm_campaign=google-maps
Urologie im Tal - Privatpraxis Dr. med. Thomas Stadler,· Urologist,Urology  clinics,Munich,Germany,4.8,-18,Tal 6,· +49 89 23889336,,⋅ Opens 8 AM Mon,http://www.urologie-im-tal.de/
Урологическая клиника,· Urology clinic,Urology  clinics,Munich,Germany,5,-1,Landsberger Str. 19,.+49 89 507047,,,
Privatpraxis für Urologie in München-Bogenhausen,· Urologist,Urology  clinics,Munich,Germany,5,-3,Mühlbaurstraße 2,.+49 89 41929976,,,http://www.urologen-muenchen.de/
Urologie Elisenhof München,· Doctor,Urology  clinics,Munich,Germany,4.6,-14,Prielmayerstraße 3,· +49 89 54505551,,⋅ Opens 8:30 AM Mon,https://urologie-elisenhof.de/
Frau Dr. med. Gabriele Gaul,· Urologist,Urology  clinics,Munich,Germany,5,-2,Innere Wiener Straße 50,.+49 89 4488400,,,https://www.urologie-wienerplatz.de/team/dr-med-gabriele-gaul/
Urologe Dr. Meisse urologische Privatpraxis Brachytherapie Fusionsbiopsie,· Urologist,Urology  clinics,Munich,Germany,4.4,-23,23 Residenzstraße,· 089 45228450,,⋅ Opens 8:30 AM Mon,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjDqtfTivuLAxUmg4MHHSGWAvAYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI1NAJ9qs7xxRT9Grio7LAX4q7EJr8A5VyEQwSUhl5xoA8TgnI5Yg1kaAiXHEALw_wcB&ohost=www.google.com&cid=CAESVeD2dwPsoV_jrrdEVa9HQj84ZfzrVjNj96cIc_0FmsIaNM8iMRQ4XK-E0_XLzzbL086lu-k5e4BiOl7A3N_FmLk7kNHagTta7Y8qL9FqrDb9neaDf0o&sig=AOD64_08Nh7ipsEuriCe9co1k5b1wRl4cw&q=&ctype=99&ved=2ahUKEwiE_dHTivuLAxUknf0HHXoZAdc4KBCErAF6BAgSEA8&adurl=
Isar Klinikum,· Urologist,Urology  clinics,Munich,Germany,4.7,-382,Sonnenstraße 24,· +49 89 1499039000,,,https://www.isarklinikum.de/
Dr. med. Klaus Bürger,· Urologist,Urology  clinics,Munich,Germany,3.7,-36,Plinganserstraße 47,· +49 89 774496,,⋅ Opens 8 AM Mon,http://www.urologie-muenchen.com/
Диагностика и лечение в Мюнхене. Клиника Изар. Медицинский переводчик.,· Urology clinic,Urology  clinics,Munich,Germany,5,-1,Sonnenstraße 24,· +49 172 8849455,,⋅ Opens 8 AM Sun,http://www.russian-munich.de/le
TUM Universitätsklinikum Klinikum rechts der Isar,· University hospital,Urology  clinics,Munich,Germany,3,(1.3K),Ismaninger Str. 22,· +49 89 41400,,,http://www.mri.tum.de/
M1 private clinic - Your pediatricians in Munich,· Pediatric clinic,Urology  clinics,Munich,Germany,4.1,-22,Frauenplatz 7,· +49 89 24215640,,⋅ Opens 8 AM Mon,https://www.m1-privatklinik.de/?utm_source=Google_Maps&utm_medium=M1_Privatklinik&utm_campaign=Google_MyBusiness
Dr. med. Daniel Kaminski | Urologe,· Doctor,Urology  clinics,Munich,Germany,4,-24,Innere Wiener Straße 50,· +49 89 4488400,,⋅ Opens 8:30 AM Mon,https://www.urologie-wienerplatz.de/
