Clinics,Description,Category,City,Country,rating,Review,Address,Phone_number,Availability,Site_url,Status_working
Fondazione Oncologia Niguarda ETS,· Non-profit organization,Oncological clinics,Milan,Italy,5,-2,"Milan, Metropolitan City of Milan, Italy",· +39 351 577 4897,,http://oncologianiguarda.org/,⋅ Opens 9 AM Mon
IEO Centro,· Doctor,Oncological clinics,Milan,Italy,4.1,-44,"Milan, Metropolitan City of Milan, Italy",.+39 02 574891,,http://www.ieo.it/eujeiieujeiis,
Humanitas Research Hospital,· Specialized hospital,Oncological clinics,Milan,Italy,3.7,(2.2K),"Rozzano, Metropolitan City of Milan, Italy",· +39 02 82241,,https://www.humanitas.it/,
Nerina Denaro - Medico oncologo,· Doctor,Oncological clinics,Milan,Italy,5,-1,"Milan, Metropolitan City of Milan, Italy",· +39 02 5503 2929,,https://www.nerinadenaro.it/,⋅ Opens 9 AM Mon
Snodgrass & Robinson Plastic Surgery Specialists,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.8,-112,184 Three Rivers Dr,· +1 706-378-0200,,https://snodgrassandrobinson.com/,⋅ Opens 8 AM Mon
Doctor Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.5,-15,"Rome, Metropolitan City of Rome Capital, Italy",· +39 328 456 4937,,https://www.doctorplasticsurgery.it/,⋅ Opens 9 AM Mon
Horizons Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.8,-8,406 E 2nd Ave,· +1 706-235-5119,,https://horizonsplasticsurgery.com/,⋅ Opens 9 AM Mon
Dr. Alberto Armellini - Gianicolo Plastic Surgery Institute,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.8,-23,"Rome, Metropolitan City of Rome Capital, Italy",· +39 347 273 0352,,http://www.albertoarmellini.com/,⋅ Opens 9 AM Mon
Prof. Raffaele Rauso Chirurgia e Medicina Estetica,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.8,-84,"Rome, Metropolitan City of Rome Capital, Italy",· +39 340 704 1839,,http://www.topchirurgiaestetica.it/,⋅ Opens 9 AM Mon
Plastic Surgery Fabio Fantozzi MD,· Surgeon,Plastic surgery clinic,Rome,Italy,5,-11,"Rome, Metropolitan City of Rome Capital, Italy",.+39 06 487 0215,,http://www.fabiofantozzi.com/,
Harbin Clinic General Surgery Rome,· Surgeon,Plastic surgery clinic,Rome,Italy,4.9,-450,1825 Martha Berry Blvd NE,· +1 762-235-2100,,https://harbinclinic.com/location/general-surgery-rome,⋅ Opens 8 AM Mon
Reflections Cosmetic Surgery - Rome,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,5,-6,415 E 2nd Ave Suite B,· +1 770-285-1454,,https://reflectionscosmeticsurgery.com/reflections-cosmetic-surgery-rome-ga/?utm_source=GBP&utm_medium=organic&utm_campaign=Rome_GBP_Website,⋅ Opens 9 AM Mon
Plastic Surgery Center of the South,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4.7,-366,"Marietta, GA, United States",· +1 770-421-1242,,https://plasticsurgerycenterofthesouth.net/?utm_source=google&utm_medium=local&utm_campaign=marietta-practice-website,⋅ Opens 9 AM Mon
Georgia Plastic & Reconstructive Surgery,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4.9,-347,"Marietta, GA, United States",· +1 770-485-1554,,https://www.georgiaplastic.com/?utm_source=gbp&utm_medium=organic,⋅ Opens 8 AM Mon
International Plastic and aesthetic Clinic,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4,-1,"Rome, Metropolitan City of Rome Capital, Italy",· +39 388 866 0111,,,⋅ Opens 9 AM Mon
Skin Cancer & Cosmetic Dermatology Center - Rome,· Dermatologist,Plastic surgery clinic,Rome,Italy,4.8,-404,10 Medical Dr NE,· +1 706-378-2235,,https://www.thedermcenters.com/location-details/rome?utm_source=GMBSocialClimb&utm_medium=SkinCancer,⋅ Opens 7:30 AM Mon
"Gary M. Wetherington, MD",· Plastic surgeon,Plastic surgery clinic,Rome,Italy,3.9,-7,406 E 2nd Ave,· +1 706-235-5119,,http://www.wetheringtonplasticsurgery.com/,⋅ Opens 9 AM Mon
BAC - Chirurgia Estetica Roma artas robotics,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,5,-3,"Rome, Metropolitan City of Rome Capital, Italy",· +39 06 3545 4444,,http://www.bacesteticaroma.it/,⋅ Opens 9 AM Mon
Surgery Center of Rome,· Surgical center,Plastic surgery clinic,Rome,Italy,4.3,-32,16 John Maddox Dr,· +1 706-802-3727,,https://www.adventhealth.com/surgery-center/surgery-center-rome,⋅ Opens 6 AM Mon
Dr. Fulvio Conte Chirurgia Plastica Ricostruttiva ed Estetica - Medicina Estetica - Laser Terapia,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,5,-7,"Rome, Metropolitan City of Rome Capital, Italy",· +39 345 253 8626,,http://www.fulvioconte.it/,⋅ Opens 10 AM Mon
Roma Chirurgia Plastica G. Delli Santi,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.2,-5,"Rome, Metropolitan City of Rome Capital, Italy",· +39 320 367 8544,,http://www.giancarlodellisanti.com/,⋅ Opens 3 PM Mon
"Dr. Luca Piombino - Chirurgo Plastico, Ricostruttivo ed Estetico",· Plastic surgeon,Plastic surgery clinic,Rome,Italy,5,-34,"Rome, Metropolitan City of Rome Capital, Italy",· +39 06 8781 1115,,https://drlucapiombinoplasticaestheticsurgery.simplybook.me/,⋅ Opens 9 AM Mon
Northside Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4.8,-93,"Atlanta, GA, United States",· +1 770-475-3146,,https://www.northsideplasticsurgery.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb-atlanta,⋅ Opens 9 AM Mon
Quality Surgery,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,5,-2,"Rome, Metropolitan City of Rome Capital, Italy",· +39 331 264 2020,,https://www.qualitysurgery.it/,⋅ Opens 10 AM Mon
Northside Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4.9,-463,"Alpharetta, GA, United States",· +1 770-830-3648,,http://www.northsideplasticsurgery.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb-alpharetta,⋅ Opens 9 AM Mon
Artisan Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4.5,-121,"Atlanta, GA, United States",· +1 404-851-1998,,http://www.artisanplasticsurgery.com/,⋅ Opens 9 AM Mon
Peachtree Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4.8,-103,"Atlanta, GA, United States",· +1 404-841-8450,,http://www.peachtreeplasticsurgery.com/,⋅ Opens 8 AM Mon
Panacea Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4.9,-130,"Atlanta, GA, United States",· +1 770-929-0634,,https://panaceaplasticsurgery.com/?utm_source=google&utm_medium=localsearch&utm_campaign=gmb,⋅ Opens 9 AM Mon
MetroDerm & Center for Plastic Surgery - Sandy Springs,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.8,(3.5K),"Atlanta, GA, United States",· +1 404-257-9933,,http://metroderm.org/,⋅ Opens 7:30 AM Mon
Plastic Surgery Group of Atlanta,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,5,-211,"Alpharetta, GA, United States",· +1 404-348-4456,,https://www.plasticsurgerygroupatl.com/,⋅ Opens 8 AM Mon
"Dr. Michele Pascali - Chirurgia Plastica, Ricostruttiva ed Estetica",· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.7,-153,"Rome, Metropolitan City of Rome Capital, Italy",· +39 331 953 2883,,http://www.michelepascali.it/,⋅ Opens 3 PM Mon
Atlantic Center for Plastic and Cosmetic Surgery,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,5,-40,,· +1 770-418-1234,,https://www.myatlantaplasticsurgeon.com/,⋅ Opens 9 AM Mon
Via Veneto Clinic,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.7,-12,"Rome, Metropolitan City of Rome Capital, Italy",,,http://viavenetoclinic.com/,⋅ Opens 8 AM Sun
MetroDerm's Center for Plastic Surgery - Hiram,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.9,-136,"Hiram, GA, United States",· +1 404-835-4191,,http://metroderm.org/,⋅ Opens 8 AM Mon
The Myers Institute,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4.8,-76,"Gadsden, AL, United States",· +1 256-494-8000,,https://www.themyersinstitute.com/,⋅ Opens 7:30 AM Mon
Marietta Plastic Surgery,· Plastic surgery clinic,Plastic surgery clinic,Rome,Italy,4.9,-522,"Woodstock, GA, United States",· +1 678-729-7731,,http://www.mariettaplasticsurgery.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,⋅ Opens 8 AM Mon
Medicina Estetica Roma | Barberini Clinic,· Urgent care center,Plastic surgery clinic,Rome,Italy,4.2,-48,"Rome, Metropolitan City of Rome Capital, Italy",· +39 06 4201 6781,,https://www.barberiniclinic.it/,⋅ Opens 10 AM Mon
Patel Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.9,-101,"East Cobb, GA, United States",· +1 470-395-6932,,https://www.drpatelplasticsurgery.com/,⋅ Opens 9 AM Mon
Marietta Plastic Surgery,· Plastic surgeon,Plastic surgery clinic,Rome,Italy,4.9,-787,"Marietta, GA, United States",· +1 678-264-3984,,https://www.mariettaplasticsurgery.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_listing,⋅ Opens 8 AM Mon
Dr. med. Benoit JENNY,· Doctor,Neurosurgery,Geneva,Switzerland,3.4,-15,Av. de la Roseraie 76b,· +41 22 347 67 40,,http://www.asp-neurosurgery-geneva.ch/,⋅ Opens 8:30 AM Mon
Dr. Renato Gondar,· Neurosurgeon,Neurosurgery,Geneva,Switzerland,5,-13,Chem. de Beau-Soleil 22,· +41 22 839 41 01,,http://www.gondar-neuro-dos.ch/,⋅ Opens 8 AM Mon
Dr. Frédéric Schils,· Doctor,Neurosurgery,Geneva,Switzerland,4.7,-13,Chem. de Beau-Soleil 12,· +41 22 329 45 20,,http://www.schilsneurosurgery.com/,⋅ Opens 9 AM Mon
Hôpitaux Universitaires de Genève (HUG),· University hospital,Neurosurgery,Geneva,Switzerland,3.4,-743,Rue Gabrielle-Perret-Gentil 4,· +41 22 372 33 11,,http://www.hug.ch/,
"Mr. Dr. Franz Josef Holzer, Neurologie",· Neurologist,Neurosurgery,Geneva,Switzerland,4.8,-6,"Centre Médical, Rue de Lausanne 80",· +41 22 908 33 33,,https://www.magellan.ch/centre/centre-medical-rue-de-lausanne/,⋅ Opens 8 AM Mon
Dr méd. Dinichert Antoine,· Neurosurgeon,Neurosurgery,Geneva,Switzerland,4.3,-7,Av. de la Roseraie 76A,ю+41 22 702 23 82,,http://www.neurochirurgie-geneve.ch/contact.html,
Hirslanden Clinical La Colline,· Doctor,Neurosurgery,Geneva,Switzerland,3.6,-163,Av. de Beau-Séjour 6,· +41 22 702 20 22,,https://www.hirslanden.ch/fr/clinique-la-colline/home.html?y_source=1_Mjc4OTkwNDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,⋅ Closes 11 PM
Herz-und Hausarztpraxis Onk,· Medical centre,Oncological clinics,Zurich,Switzerland,4.2,-39,9 Obermühleweg,· 044 861 10 04,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjcys3EmPuLAxWtl4MHHbLADtMYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI2gGqnUaJQhKR4nxMP-HZM8G5K73pUtsR5ht5y1nPGe3TeudAL5TSEaApsPEALw_wcB&ohost=www.google.com&cid=CAESVeD2k_P9dcamYIm1hlbxUFfZpGQ8tRLesSDGl0c3t4WmCd7kS1_1GsRNT72o_HFkLkzR87jR4SzUdsnrS0sdodcjk0Ry8rhrLrsEQQqEGQ-oU18XS1Q&sig=AOD64_127OvrA_XoSNcuXoJnEtpDCrBLGA&q=&ctype=99&ved=2ahUKEwj6isjEmPuLAxUpgf0HHbspOQUQhKwBegQIGBAP&adurl=,⋅ Opens 8 AM Mon
Comprehensive Cancer Center Zürich – USZ,· University hospital,Oncological clinics,Zurich,Switzerland,3,-1,Rämistrasse 100,· +41 44 255 44 00,,https://www.usz.ch/fachbereich/comprehensive-cancer-center-zuerich/,Open 24 hours
Department of Hematology,· University hospital,Oncological clinics,Zurich,Switzerland,3.7,-15,"RAE A29, Rämistrasse 100",· +41 44 255 22 14,,https://www.usz.ch/fachbereich/medizinische-onkologie-und-haematologie/,Open 24 hours
Klinik für Radio-Onkologie USZ Campus,· University hospital,Oncological clinics,Zurich,Switzerland,4.9,-72,Rämistrasse 100,· +41 44 255 35 66,,https://www.usz.ch/fachbereich/radio-onkologie/,Open 24 hours
ZIO AG Zürich – Zentrum für Integrative Onkologie,· Oncologist,Oncological clinics,Zurich,Switzerland,5,-11,Hardturmstrasse 133,· +41 44 448 30 00,,https://integrative-onkologie.com/,Closed
OnkoZentrum Zurich - In the Park,· Medical office,Oncological clinics,Zurich,Switzerland,4.4,-13,Seestrasse 259,· +41 43 344 33 33,,https://ozh.ch/,Closed
Brust-Zentrum Zürich,· Oncologist,Oncological clinics,Zurich,Switzerland,3.9,-38,Seefeldstrasse 214,· +41 44 533 81 00,,https://www.brust-zentrum.ch/,Closed
Oncology & Hematology practice,· Oncologist,Oncological clinics,Zurich,Switzerland,5,-2,Gladbachstrasse 95,.+41 44 261 00 66,,https://onkologie-praxis.ch/index.html,
vivévis,· Surgical center,Oncological clinics,Zurich,Switzerland,4.9,-15,Kappelistrasse 7,· +41 44 281 00 90,,http://www.vivevis.ch/,Closed
Privatklinik Bethanien,· Private hospital,Oncological clinics,Zurich,Switzerland,4.2,-162,Toblerstrasse 51,· +41 43 268 70 70,,https://www.swissmedical.net/de/spitaeler/bethanien?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness,Open 24 hours
GITZ,· Doctor,Oncological clinics,Zurich,Switzerland,5,-3,Seestrasse 259,· +41 77 266 93 02,,https://gitz.ch/,Closed
Brustzentrum USZ,· University hospital,Oncological clinics,Zurich,Switzerland,4.4,-7,Frauenklinikstrasse 10,· +41 44 255 42 37,,https://www.usz.ch/fachbereich/brustzentrum/,Closed
"Dr. med. Natalie Kuchen, Clinical Associate Professor UNIC | Chirurgisches Zentrum Zürich",· Gastrointestinal surgeon,Oncological clinics,Zurich,Switzerland,5,-2,Witellikerstrasse 40,· +41 44 387 29 68,,https://www.dr-kuchen.ch/,Closed
Onkozentrum Zürich AG - Standort Seefeld,· Doctor,Oncological clinics,Zurich,Switzerland,4,-1,Seefeldstrasse 214,· +41 43 399 77 99,,http://www.ozh.ch/,Closed
Echelon Health,· Medical Diagnostic Imaging Centre,Oncological clinics,London,United Kingdom,5,-3,,· +44 20 3993 4699,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwijvpCjmvuLAxW1pYMHHZjWAbkYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI2TN2fBrAuddu16bW-nsZPYycJ27DwNDAKPQDTSHRNCGayZXWrjUpkaAihtEALw_wcB&ohost=www.google.com&cid=CAESVeD2YfvKKsLV5fMZQ3ssHNXF74f9sGbIXOJjqt5r3lCaJYZmU9TTR-KdF09CO2ay4Z2-PgYKsOY_vid79THfvVpsrMEz6jObpI1fldOx4N2Lpc66FXk&sig=AOD64_1AiSlbcc_pdEHAqFTm4ZxBTcX21w&q=&ctype=99&ved=2ahUKEwjkoYujmvuLAxW_7bsIHSaBHSsQhKwBegQIHBAL&adurl=,⋅ Opens 9 AM Mon
LOC part of HCA Healthcare UK,· Hospital,Oncological clinics,London,United Kingdom,4.9,-18,,· +44 20 7188 7188,,https://www.hcahealthcare.co.uk/locations/specialist-centres/leaders-in-oncology-care?utm_source=GoogleMyBusiness&utm_medium=referral&utm_campaign=loc&y_source=1_NTIxNjcyNTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,⋅ Opens 8 AM Mon
Guy's Cancer Centre,· Cancer treatment center,Oncological clinics,London,United Kingdom,4.6,-51,,· +44 20 7935 4444,,https://www.guysandstthomas.nhs.uk/our-services/cancer/overview.aspx,
The London Clinic Cancer Centre,· Hospital department,Oncological clinics,London,United Kingdom,2.3,-3,,· +1 519-685-8600,,https://www.thelondonclinic.co.uk/specialities/cancer-care,⋅ Opens 9 AM Mon
Verspeeten Family Cancer Centre (formerly London Regional Cancer Program),· Cancer treatment center,Oncological clinics,London,United Kingdom,4,-44,,.+44 20 7631 1632,,http://www.lhsc.on.ca/About_Us/LRCP/,
UCH Macmillan Cancer Centre,· Hospital,Oncological clinics,London,United Kingdom,3.9,-124,,· +44 20 7034 8890,,https://www.macmillan.org.uk/,⋅ Opens 8 AM Mon
London Breast Cancer - Prof Jayant Vaidya,· Cancer treatment center,Oncological clinics,London,United Kingdom,5,-12,,· +44 20 3553 3669,,https://www.londonbreastcancer.com/,
The Harley Street Clinic Cancer & Radiotherapy Centre,· Hospital,Oncological clinics,London,United Kingdom,3,-2,,· +44 20 7811 8111,,,⋅ Opens 8 AM Mon
The Royal Marsden Private Care at Cavendish Square,· Cancer treatment center,Oncological clinics,London,United Kingdom,4.8,-4,,· +44 20 8247 3351,,https://www.royalmarsden.nhs.uk/cavendish-square,⋅ Opens 9 AM Mon
Cancer Centre London (previously Nuffield Health),· Cancer treatment center,Oncological clinics,London,United Kingdom,5,-8,,· +44 20 3447 1700,,http://www.cancercentrelondon.co.uk/,⋅ Opens 9 AM Mon
HCA UK at University College Hospital,· Cancer treatment center,Oncological clinics,London,United Kingdom,5,-1,,· +44 20 7679 6500,,,⋅ Opens 8 AM Mon
UCL Cancer Institute,· Academic department,Oncological clinics,London,United Kingdom,5,-8,,· +44 20 7034 8588,,http://www.ucl.ac.uk/cancer,⋅ Opens 9 AM Sun
The CyberKnife Centre London,· Cancer treatment center,Oncological clinics,London,United Kingdom,5,-4,,· +44 20 3553 2902,,,⋅ Opens 7:30 AM Mon
"Private Care at Guy's, London Bridge Hospital",· Private hospital,Oncological clinics,London,United Kingdom,4.8,-61,,.+44 20 3131 7564,,https://www.hcahealthcare.co.uk/locations/hospitals/london-bridge-hospital/private-care-at-guys?utm_source=GoogleMyBusiness&utm_medium=referral&utm_campaign=Private-Care-Guys&y_source=1_NTI1MzYzOTgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,
LOC at Chelsea,· Cancer treatment center,Oncological clinics,London,United Kingdom,5,-1,,· +44 20 7234 2422,,https://www.hcahealthcare.co.uk/locations/specialist-centres/leaders-in-oncology-care/loc-at-chelsea?utm_source=GoogleMyBusiness&utm_medium=referral&utm_campaign=LOC-Chelsea&y_source=1_NTI1MzYzMDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,⋅ Opens 9 AM Mon
Private Care at Guy’s,· Cancer treatment center,Oncological clinics,London,United Kingdom,5,-2,,· +44 7811 602561,,https://www.theloc.com/locations/loc-london-bridge/,⋅ Opens 8 AM Tue
Professor Zoe Winters London Breast Health Consultant Breast Cancer Surgeon & Breast Specialist,· Surgeon,Oncological clinics,London,United Kingdom,5,-75,,.+44 20 3733 9592,,https://londonbreasthealth.com/,
London Neurosurgery Partnership,· Neurosurgeon,Neurosurgery,London,United Kingdom,4.9,-123,78 Harley St,· +44 20 7034 8709,,https://www.hcahealthcare.co.uk/facilities/the-harley-street-clinic/our-centres/london-neurosurgery-partnership?y_source=1_NTIxNjcyODgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,⋅ Opens 8 AM Mon
National Hospital for Neurology and Neurosurgery,· Specialized hospital,Neurosurgery,London,United Kingdom,4.2,-384,Queen Square,· +44 20 3456 7890,,https://www.uclh.nhs.uk/our-services/our-hospitals/national-hospital-neurology-and-neurosurgery,⋅ Opens 8 AM Mon
Mr. Ahmed-Ramadan Sadek D.Phil.(Oxon) FRCS(SN) Consultant Neurosurgeon & Spinal Surgeon,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-83,Wigmore St,· +44 20 8194 8587,,https://ahmedsadek.co.uk/,⋅ Opens 9 AM Thu
"Mr Irfan Malik, Spinal Surgeon",· Neurosurgeon,Neurosurgery,London,United Kingdom,4.9,-60,110 Harley St,· +44 20 7034 8978,,https://mspine.uk/,⋅ Opens 9 AM Mon
Mr Bhupal Chitnavis Neurosurgeon London,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-8,"Suite 422, The Shard, St Thomas St",.+44 7932 048918,,,
National Hospital for Neurology and Neurosurgery at Cleveland Street,· Hospital,Neurosurgery,London,United Kingdom,4.6,-9,25 Cleveland St,· +44 20 3448 4776,,https://www.uclh.nhs.uk/our-services/our-hospitals/national-hospital-neurology-and-neurosurgery-cleveland-street,⋅ Opens 8 AM Mon
Professor Andrew McEvoy,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-2,"Cleveland Clinic, 24 Portland Pl",· +44 20 3423 7500,,https://clevelandcliniclondon.uk/doctors/731-prof-andrew-mcevoy,⋅ Opens 8 AM Mon
Mr Alireza Shoakazemi - AS Neurosurgery,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-1,"The London Independent Hospital, Outpatient department, 1 Beaumont Square",· +44 7943 128441,,http://www.asneurosurgery.net/,⋅ Opens 6 PM Thu
Dr. John Yeh,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-1,"The London Independent Hospital, Beaumont Square",· +44 20 4525 1735,,http://thebrainandspinecare.com/,⋅ Opens 7:30 AM Mon
Mr Sanjeev Bassi,· Surgeon,Neurosurgery,London,United Kingdom,4.8,-22,78 Harley St,.+44 20 7034 8709,,http://www.lnpuk.com/,
Queen Square Gamma Knife Centre,· Neurosurgeon,Neurosurgery,London,United Kingdom,4.8,-28,"National Hospital for Neurology and Neurosurgery, Queen Square",· +44 20 8713 0428,,https://amethyst-radiotherapy.co.uk/,⋅ Opens 8 AM Mon
Mr Erlick Pereira MA(Camb) BMBCh DM(Oxf) FRCS(NeuroSurg) SFHEA Consultant Neurosurgeon,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-4,116 Harley St,· +44 20 7616 7720,,,⋅ Opens 9 AM Mon
Mrs Anne Mitchener - Neurosurgeon,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-1,"Schoen Clinic, 64-66 Wigmore St",· +44 7984 027194,,,⋅ Opens 8 AM Mon
Mr Christian Ulbricht,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-1,33 Grosvenor Pl,· +44 20 3423 7500,,https://clevelandcliniclondon.uk/doctors/963-mr-christian-ulbricht,
Mr Vittorio Russo,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-1,33 Grosvenor Pl,· +44 20 3423 7500,,https://clevelandcliniclondon.uk/doctors/1007-mr-vittorio-russo,
UCL Queen Square Institute of Neurology,· Academic department,Neurosurgery,London,United Kingdom,4.8,-32,Queen Square,.+44 20 3456 7890,,http://www.ucl.ac.uk/ion,
Spire London East Neurology & Neurosurgery Clinic,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-1,"Spire London East Hospital, Roding Ln S",.+44 20 8551 1100,,https://www.spirehealthcare.com/spire-london-east-hospital/treatments/neurosurgery-and-neurology/?utm_source=google&utm_medium=organic&utm_campaign=Clinic_GMB_neuro,
National Hospital for Neurology and Neurosurgery -Neuroimmunology,· Hospital department,Neurosurgery,London,United Kingdom,4.6,-9,23 Queen Square,.+44 20 3456 7890,,https://www.uclh.nhs.uk/OURSERVICES/Pages/OurServices.aspx?listfilt=N,
Mr Ahmed Ibrahim,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-2,32 St Thomas St,· +44 20 7360 6987,,https://www.topdoctors.co.uk/doctor/ahmed-ibrahim,⋅ Opens 9 AM Mon
Mr. Jonathan Hyam Consultant Neurosurgeon,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-1,23 Queen Square,· +44 7854 862024,,https://www.spinebrain.london/,⋅ Opens 9 AM Mon
Mr Kia Rezajooi,· Neurosurgeon,Neurosurgery,London,United Kingdom,5,-1,33 Grosvenor Pl,· +44 20 3423 7500,,https://clevelandcliniclondon.uk/doctors/1022-mr-kia-rezajooi,
My Health and Wellbeing Clinic,· Clinic,Ophthalmology  clinics,London,United Kingdom,4.9,-115,London,· 020 7916 0029,,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwi6q_S4m_uLAxUakoMHHeluAFYYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI19JAzfGc65ijAbcfB3cQND90CthPqiGkVTW4QQ67lfZBoE3JZgi_8aArxSEALw_wcB&ohost=www.google.com&cid=CAESVeD2wUY9vqzNTuD87Y8MsOniFM0a-liB9bJuDKt0cNt0eN799M13XpuB9oQLj5opKhNmo4voTCtOsfnYAg2uZIcCHh7ZsyNPg3x3VmWVgNXahoGhKn4&sig=AOD64_1LKz3jeTWDPLtL1EtdLIxvu7UpGg&q=&ctype=99&ved=2ahUKEwjMyu64m_uLAxVPnf0HHZ99NdoQhKwBegQIHhAP&adurl=,⋅ Opens 9 AM Sun
The London Clinic Eye Centre,· Eye care center,Ophthalmology  clinics,London,United Kingdom,3.9,-18,"London, United Kingdom",.+44 20 7935 4444,,https://www.thelondonclinic.co.uk/london-clinic-eye-centre,
London Vision Clinic,· Lasik surgeon,Ophthalmology  clinics,London,United Kingdom,4.9,-876,"London, United Kingdom",· +44 20 7224 1005,,https://www.londonvisionclinic.com/,⋅ Opens 8 AM Mon
Focus Clinics,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,4.9,-434,"London, United Kingdom",· +44 20 7307 8250,,https://www.focusclinics.com/,⋅ Opens 9 AM Mon
Rajesh Deshmukh Expert Eye Specialist Cataract Surgeon & Vision correction Eye Surgeon In Moorfields London,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,4.9,-53,"London, United Kingdom",· +44 7771 401976,,https://rajeshdeshmukh.co.uk/,⋅ Opens 9 AM Mon
Eye Clinic London,· Eye care center,Ophthalmology  clinics,London,United Kingdom,5,-66,"London, United Kingdom",· +44 20 3974 4454,,http://www.eyecliniclondon.com/,⋅ Opens 9 AM Mon
London Ophthalmology Centre,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,5,-8,"London, United Kingdom",· +44 20 7000 3193,,http://www.londonoc.co.uk/,⋅ Opens 9 AM Mon
The Harley Street Eye Clinic,· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,4.9,-79,"London, United Kingdom",· +44 20 7060 0086,,http://www.harleystreeteye.com/,⋅ Opens 8:30 AM Mon
Western Eye Hospital,· Specialized hospital,Ophthalmology  clinics,London,United Kingdom,3.4,-507,"London, United Kingdom",· +44 20 3312 6666,,https://www.imperial.nhs.uk/our-locations/western-eye-hospital,⋅ Closes 8:30 PM
London eye specialist,· Eye care center,Ophthalmology  clinics,London,United Kingdom,4.9,-38,"Croydon, United Kingdom",· +44 20 3985 0999,,https://www.londoneyespecialist.co.uk/,⋅ Opens 8:45 AM Mon
"Cataract Surgery, Moorfields London- Sharmina Khan Eye Clinic",· Ophthalmologist,Ophthalmology  clinics,London,United Kingdom,4.9,-48,"London, United Kingdom",· +44 7700 175395,,https://www.sharminakhan.co.uk/procedures-treatments/,⋅ Opens 9 AM Mon
The Wimpole Eye Clinic - David Gartry,· Doctor,Ophthalmology  clinics,London,United Kingdom,4.9,-100,"London, United Kingdom",· +44 20 7490 7222,,https://wimpoleeyeclinic.com/,⋅ Opens 8 AM Mon
