Clinics,Description,Category,City,Country,rating,Review,Address,Phone_number,Availability,Site_url,Status_working
ASTANA VISION,· Ophthalmology Clinic,Ophthalmology  clinics,Almaty,Kazakhstan,4.7,-92,Алматы,· 8 (705) 924 3600,⋅ Closes 5 PM,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjNzIfYqeiLAxXqWJEFHQ7-ASAYABAHGgJscg&co=1&gclid=Cj0KCQiA2oW-BhC2ARIsADSIAWpvGmInhcZTY571fqIocO2Q9zCFdwnOEwcX3ocbM21NcHbPHJdbzJwaAl0GEALw_wcB&ohost=www.google.com&cid=CAESVeD20f-xl4-b1eDgnMu_FzqL6_sOKVPVu3RffLJcUYZbhHKRkMtx5KjOlVh_9uf2lK4CNMzwA1E0FzSVybqlMxwnlrvG8k05Pl8n6DwElZ0wiySFpjg&sig=AOD64_0IrWwPkK1aVa5wO-O2cn9ZNVWTkg&q=&ctype=99&ved=2ahUKEwjv34LYqeiLAxVQJBAIHQiGE6sQhKwBegQIJBAP&adurl=,Open
EYE Clinic,· Eye care center,Ophthalmology  clinics,Almaty,Kazakhstan,3.5,-14,Zhambyl St 98,· 8 (701) 777 1062,⋅ Closes 5 PM,https://www.instagram.com/eyeclinic.kz,Open
EyeDoctor - глазная клиника Молокотина,· Ophthalmology clinic,Ophthalmology  clinics,Almaty,Kazakhstan,4.8,-93,Abish Kekilbayuly St 264,· 8 (778) 025 4400,⋅ Closes 4 PM,https://www.eyedoctor.kz/,Open
Лечение косоглазия и зрения ORTOPTIC Алматы,· Ophthalmology clinic,Ophthalmology  clinics,Almaty,Kazakhstan,4.6,-40,микрорайон 8 дом 8,· 8 (707) 743 6888,⋅ Closes 3 PM,https://ortoptic.kz/,Open
Focus Офтальмологический центр,· Ophthalmology clinic,Ophthalmology  clinics,Almaty,Kazakhstan,4.1,-63,Seyfullin Avenue 450/130,· 8 (727) 337 7080,⋅ Closes 2 PM,http://focuseyecenter.kz/,Open
ASTANA VISION,· Ophthalmology clinic,Ophthalmology  clinics,Almaty,Kazakhstan,4.7,-93,Ulitsa Karasay Batyra 72Б,· 8 (747) 623 5268,⋅ Closes 5 PM,https://almaty.vision.kz/,Open
"НЦ ""Институт глаза Lucy""",· Eye care center,Ophthalmology  clinics,Almaty,Kazakhstan,4.5,-49,Gogol St 253/5,· 8 (747) 095 9595,⋅ Closes 5 PM,https://lucyclinic.kz/,Open
OKulist Clinic,· Ophthalmologist,Ophthalmology  clinics,Almaty,Kazakhstan,5,-8,"БЦ Нурлы Тау, корпус 5А, (нижнее крыло)",· 8 (7272) 77 70 77,⋅ Closes 4 PM,http://okulist.kz/,Open
Oftal'mologicheskiy Tsentr Doktora Kurbanova,· Eye care center,Ophthalmology  clinics,Almaty,Kazakhstan,4.4,-28,Tolebaev St 38,· 8 (707) 250 1731,⋅ 1 PM,,Closes soon
Oftal'mologicheskiy Tsentr Konovalova,· Eye care center,Ophthalmology  clinics,Almaty,Kazakhstan,4.2,-5,Shevchenko St 186,· 8 (7272) 21 77 77,⋅ Closes 4 PM,http://eyes.kz/,Open
«OFTUM ALMATY» Европейский Центр Лазерной Коррекции Зрения,· Ophthalmology clinic,Ophthalmology  clinics,Almaty,Kazakhstan,4.4,-8,Tchaikovsky St 149,· 8 (775) 888 1011,⋅ Closes 2 PM,http://www.oftum.kz/,Open
OSCAR CLINIC,· Ophthalmologist,Ophthalmology  clinics,Almaty,Kazakhstan,5,-6,Ulitsa Alty-Alash-1 36/4,,,,
Международный Центр Охраны Зрения,· Medical Center,Ophthalmology  clinics,Almaty,Kazakhstan,4.3,-74,"Gagarin Ave 46, 050009",· 8 (707) 220 1122,⋅ 1 PM,,Closes soon
"Perfect Vision Глазная клиника, Офтальмологический центр, Хирургия катаракты, Коррекция зрения, Диагностика зрения",· Ophthalmology clinic,Ophthalmology  clinics,Almaty,Kazakhstan,5,-2,Eniseyskaya St 29/1,· 8 (700) 389 7878,⋅ Opens 9 AM Mon,https://perfectvision.kz/,Closed
Ночные линзы/ Офтальмолог (Окулист) Алматы,· Ophthalmologist,Ophthalmology  clinics,Almaty,Kazakhstan,5,-1,Рабат 46,· 8 (700) 415 8704,⋅ Closes 6 PM,https://ai-medicus.kz/konsultacziya-oftalmologa/,Open
"Офтальмологическая клиника ""Көзқарас""",· Ophthalmology clinic,Ophthalmology  clinics,Almaty,Kazakhstan,3.4,-15,Gogol St 49,· 8 (700) 315 0954,⋅ Opens 8:30 AM Mon,,Closed
Глазной Институт,· Hospital,Ophthalmology  clinics,Almaty,Kazakhstan,3.2,-88,толе би байтурсынова,· 8 (7272) 79 54 36,⋅ Closes 4:30 PM,http://eyeinst.kz/,Open
Офтальмологическая клиника ES Optical,· Doctor,Ophthalmology  clinics,Almaty,Kazakhstan,3.8,-8,Baytursynova St 33,· 8 (7272) 33 09 71,⋅ Closes 6 PM,https://esoptical.kz/,Open
Mikrokhirurgiya Glaza Doktora Kuralovoy,· Medical clinic,Ophthalmology  clinics,Almaty,Kazakhstan,3.5,-2,Tole Bi Street 156,8 (727) 378 2211,,,
"Медицинский центр On Clinic - Уролог, Проктолог, Гинеколог",· Ophthalmologist,Ophthalmology  clinics,Almaty,Kazakhstan,4.7,-163,"улица Ришата и Муслима, Abdulliny St 30",· 8 (707) 250 1005,⋅ Closes 2 PM,https://onclinic.kz/,Open
Kazakh Institute of Eye Diseases,· Hospital,Ophthalmology  clinics,Almaty,Kazakhstan,3.2,-174,Tole Bi Street 95а,· 8 (727) 341 0771,⋅ Closes 2 PM,http://eyeinst.kz/,Open
Meditsinskiy Tsentr Medina,· Ophthalmologist,Ophthalmology  clinics,Almaty,Kazakhstan,3.1,-9,Suyunbai Ave 19,· 8 (727) 344 0744,⋅ Closes 5 PM,http://med-medina.obiz.ru/?utm_source=gmb,Open
Glaznaya Klinika,· Ophthalmologist,Ophthalmology  clinics,Almaty,Kazakhstan,3.1,-19,Kozhamkulov St 166,· 8 (727) 383 6030,⋅ Opens 8:30 AM Mon,http://www.eyeinst.kz/,Closed
Medoptika,· Optician,Ophthalmology  clinics,Almaty,Kazakhstan,4,-37,Suyunbai Ave 19,· 8 (727) 344 0744,⋅ Closes 6 PM,http://medoptika.kz/,Open
"Медицинский центр Алгамед | анализ на коронавирус, УЗИ, справки Алматы",· Ophthalmologist,Ophthalmology  clinics,Almaty,Kazakhstan,3.3,-93,Abay Ave 157А,· 8 (707) 220 6801,,http://algamed.kz/,Open 24 hours
Tsentr Semeynoy Oftal'mologii,· Hospital,Ophthalmology  clinics,Almaty,Kazakhstan,3.7,-3,Masanchi St 76,· 8 (777) 111 0178,⋅ Opens 9:30 AM Mon,,Closed
Medoptika,· Optician,Ophthalmology  clinics,Almaty,Kazakhstan,4,-5,Tole Bi Street 156,· 8 (727) 344 0744,⋅ Closes 6 PM,http://www.medoptika.kz/,Open
M-Optika,· Ophthalmologist,Ophthalmology  clinics,Almaty,Kazakhstan,3.7,-3,Altynsarin Ave 81,,,,
KRAFT Optik,· Optician,Ophthalmology  clinics,Almaty,Kazakhstan,5,-2,"8X87+G45, Eniseyskaya St",· 8 (707) 389 5558,⋅ Closes 5 PM,Open,https://www.instagram.com/invites/contact/?i=tx006htxoe08&utm_content=7unseox
Клиника Villa Kids Clinic,· Medical Center,Ophthalmology  clinics,Almaty,Kazakhstan,4,-4,Al-Farabi Avenue 140A,· 8 (776) 004 0140,,Open 24 hours,
Medical Center of Dermatology,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,3.8,-78,Gagarin Ave 202,· 8 (727) 337 8560,⋅ Closes 6 PM,http://mcd.kz/,Open
Skin clinic - Клиника Лазерной Косметологии,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4.6,-8,Kazybek Bi St 148,· 8 (776) 294 4949,⋅ Closes 6 PM,,Open
Allergo Clinic,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4,-117,Navoi St 208,· 8 (701) 312 1312,⋅ Closes 7:30 PM,https://www.allergoclinic.kz/,Open
Acne Doctor,· Skin care clinic,Dermatology clinics,Almaty,Kazakhstan,5,-12,Zhybek-Zholy Street 50,· 8 (777) 830 1818,⋅ Closes 4 PM,,Open
SOS dermatology centre,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,3,-4,Baytursynova St 9,· 8 (707) 710 2063,⋅ Opens 9 AM Mon,http://dermatology.kz/,Closed
Медицинский центр дерматологии Алматы филиал,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4.2,-32,Shevchenko St 154,· 8 (727) 377 5112,⋅ Closes 6 PM,http://mcd.kz/,Open
"""TCLINIC"" Клиника трихологии. Лечение волос, кожи головы, дерматология.",· Private hospital,Dermatology clinics,Almaty,Kazakhstan,4.5,-46,Nauryzbai Batyr St 50,· 8 (7272) 72 41 41,⋅ 1 PM,http://www.tclinic.kz/,Closes soon
Meditsinskiy Tsentr Dermatologii Filial,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4.7,-15,"ЖК ""Солнечная долина "" 157 блок 1",· 8 (727) 311 1857,⋅ Closes 6 PM,http://mcd.kz/,Open
Eleven Clinic,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,5,-3,Ulitsa Kasymova 32,,,,
"Медицинский центр On Clinic Алматы - Уролог, Проктолог, Гинеколог",· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4.2,-202,Gabdullin St 94/132,· 8 (707) 250 1005,⋅ Closes 2 PM,http://onclinic.kz/,Open
DR.Vesta,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,5,-1,Kabanbay Batyr St 239,· 8 (777) 898 8989,,https://2gis.kz/almaty/geo/70000001053408127,Open now
"Медицинский центр On Clinic - Уролог, Проктолог, Гинеколог",· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4.7,-163,"улица Ришата и Муслима, Abdulliny St 30",· 8 (707) 250 1005,⋅ Closes 2 PM,https://onclinic.kz/,Open
SMARTMED | Аллергоцентр Алматы | Аллерголог | Педиатр,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4.8,-12,Satpaev St 90/30,· 8 (708) 902 0202,⋅ Closes 2 PM,http://smart-med.clinic/,Open
Klinika Oksany Malitskoy,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,3.8,-41,Baytursynova St 74,· 8 (775) 634 7911,⋅ Closes 5 PM,https://clinicmalitskaya.kz/,Open
"Медицинский центр Алматы ""KAZBAYMED""",· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,5,-8,Zharokov St 126,· 8 (727) 392 3152,⋅ Closes 2 PM,,Open
Altyn Medicus | Центр лазерной хирургии | Флебология | Проктология,· Vascular surgeon,Dermatology clinics,Almaty,Kazakhstan,4.9,-257,Manas St 7б,· 8 (700) 310 9888,⋅ Closes 2 PM,http://altynmed.kz/,Open
"Meditsinskiy Tsentr On Klinik Almaty Urolog, Proktolog, Ginekolog",· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4.1,-58,Abay Ave 20/14,· 8 (707) 250 1005,⋅ Closes 2 PM,https://onclinic.kz/,Open
Лор Практика,· Medical Center,Dermatology clinics,Almaty,Kazakhstan,4.9,-385,"ул. Розыбакиева 247, ж/к ""Вавилон"", корпус 4, помещение 189",· 8 (727) 311 3755,⋅ Closes 6 PM,https://lordoctor.kz/contacts,Open
Tsentr Khidzhama V Almaty,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4.4,-69,Rayimbek Ave 212а/7,· 8 (707) 910 2847,⋅ Closes 7 PM,https://hijama.kz/,Open
Sofi Aesthetic,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,5,-5,Gagarin Ave 287 блок А,· 8 (707) 111 3896,⋅ Closes 7 PM,https://sofiaesthetic.com.kz/,Open
Медицинский центр KAZMED,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,3.4,-62,мкр. Аксай-5 12А,· 8 (700) 511 1017,⋅ Opens 7 AM Mon,http://kazmedclinic.kz/,Closed
"Булекбаева Гульнара Маратовна - дерматокосметолог, трихолог, хирург высшей категории",· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,5,-1,"Академия красоты Royal Med, Al-Farabi Avenue 21",· 8 (777) 261 6167,⋅ Opens 9 AM Mon,,Closed
"«DVC», Научно-практический центр дерматовенерологии и косметологии: дерматолог, венеролог, трихолог, косметолог в Алматы",· Medical Center,Dermatology clinics,Almaty,Kazakhstan,4.7,-12,Gagarin Ave 250,· 8 (7272) 32 11 11,⋅ Closes 2 PM,http://dvc.kz/,Open
Celine Clinic,· Skin care clinic,Dermatology clinics,Almaty,Kazakhstan,3.9,-7,Seifullin street 574/1,· 8 (771) 406 6621,,,Open 24 hours
"Interna Clinic - Институт Гастроэнтерологии, гепатологии и метаболизма",· Medical clinic,Dermatology clinics,Almaty,Kazakhstan,4.7,-26,Bogenbai Batyr Street 248,· 8 (700) 711 0550,⋅ Closes 5 PM,https://internaclinic.kz/,Open
Alfa Cosmo,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,5,-5,"пр. Аль-Фараби 13, БЦ ""Нурлы-Тау"", павильон 2В",· 8 (727) 311 1010,⋅ Closes 6 PM,http://alfacosmo.kz/,Open
Tiffany Plaza,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4.6,-48,Mikrorayon Samal-2 58А,· 8 (701) 203 4224,⋅ Closes 8 PM,,Open
EMIRMED,· Medical clinic,Dermatology clinics,Almaty,Kazakhstan,3.2,-125,Rozybakiev Street 37В,· 8 (708) 911 4038,,https://emirmed.kz/,Open 24 hours
Тері-венерология диспансері,· Hospital,Dermatology clinics,Almaty,Kazakhstan,3.2,-105,Manas St 65,· 8 (7272) 74 01 95,⋅ Opens 8 AM Mon,http://almaty-kvd.kz/,Closed
"Медицинский центр Алгамед | анализ на коронавирус, УЗИ, справки Алматы",· Medical Center,Dermatology clinics,Almaty,Kazakhstan,3.3,-93,Abay Ave 157А,· 8 (707) 220 6801,,http://algamed.kz/,Open 24 hours
Beauty Cosmetology by Sahar & Vosk,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,5,-5,Sharipov St 145 к2,· 8 (701) 527 7788,⋅ Closes 9 PM,,Open
Клиника Villa Kids Clinic,· Dermatologist,Dermatology clinics,Almaty,Kazakhstan,4,-4,Al-Farabi Avenue 140A,· 8 (776) 004 0140,,,Open 24 hours
Family Clinic,· Medical centre,Oncological clinics,Astana,Kazakhstan,4.2,-161,Нур-Султан,· 8 (778) 021 7799,⋅ Closes 4 PM,Open,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj3paPDsOiLAxXiE6IDHcGmB-QYABAAGgJsZQ&co=1&gclid=Cj0KCQiA2oW-BhC2ARIsADSIAWpq-rh5X8f9EdwE0gJt1kd521lsLi-xh2tuuIku6rgh0UQcjv3xRGQaAovsEALw_wcB&ohost=www.google.com&cid=CAESVeD2TFp7ona5KAhPir0uhSWQVa0igncRG81hKDMV7R5zMroqzK2O3hnArtOlZ30F8VZbfuviSItLhkk7pYOK0xCua7zqOJUlo8VJiGt93t7Ry996wAA&sig=AOD64_1sAT3T7Hndl_p-1xgNuvnDdt1pOg&q=&ctype=99&ved=2ahUKEwjTs57DsOiLAxWKgSoKHeVfFrYQhKwBegQIFBAP&adurl=
National Scientific Center for Oncology and Transplantation,· Hospital,Oncological clinics,Astana,Kazakhstan,4.1,-131,Kerey and Zhanibek Khans St 3,· 8 (7172) 70 29 11,⋅ Closes 5 PM,Open,http://www.cancercenter.kz/
Nauchno-Klinicheskiy Tsentr Onkoreabilitatsii,· Medical clinic,Oncological clinics,Astana,Kazakhstan,4.6,-14,"Мақсұт, Нәрікбаев 22",· 8 (7172) 46 90 69,⋅ Closes 3 PM,Open,http://oncomed.kz/#rec333655767
Muncipal Oncological Prophylactic Center,· Cancer treatment center,Oncological clinics,Astana,Kazakhstan,3.7,-100,Manas St 17,· 8 (7172) 54 20 05,⋅ Opens 8 AM Mon,Closed,https://mmc-astana.kz/
Natsional'nyy Proizvodstvennyy Tsentr Transfuziologii,· Hospital,Oncological clinics,Astana,Kazakhstan,4.8,-6,Kerey and Zhanibek Khans St 10,,⋅ Closes 8 PM,Open,http://spct.kz/
"Медицинский центр Он Клиник Астана - уролог, проктолог, гинеколог, урологический центр",· Medical Center,Oncological clinics,Astana,Kazakhstan,3.6,-150,"Zhk ""Gul'der"", Shokan Valikhanov Street 1",· 8 (705) 536 0303,⋅ Closes 5 PM,Open,https://astana.onclinic.kz/
National Surgery Center,· Medical Center,Oncological clinics,Astana,Kazakhstan,4.2,-169,Turan Ave 34/1,· 8 (7172) 62 11 00,⋅ Opens 8 AM Mon,Closed,
Центр женского здоровья MamaVita,· Medical clinic,Oncological clinics,Astana,Kazakhstan,4.8,-67,"ЖК ""Версаль, Sarayshyq St 40",· 8 (747) 310 9988,⋅ 1 PM,Closes soon,https://mamavita.kz/
Family Clinic,Medical centre,Neurosurgery,Astana,Kazakhstan,4.2,161,34Б улица Сакена Сейфуллина,8 (778) 021 7799,Closes 4 PM,Open,https://familyclinic.kz/
Assyl Astana Clinic - медицинский центр,Medical centre,Neurosurgery,Astana,Kazakhstan,4.2,25,11 Б Куанышбаева,8 (700) 027 2277,1:00 PM,Closes soon,
National Surgery Center,Medical Center,Neurosurgery,Astana,Kazakhstan,4.2,169,Turan Ave 34/1,8 (7172) 62 11 00,Opens 8 AM,Closed,
ASTANA VISION KIDS г. Астана,· Children Policlinic,Ophthalmology  clinics,Astana,Kazakhstan,5,-1,"10, 020000 Омарова ул.",· 8 (747) 090 5306,⋅ Closes 3 PM,Open,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjzoa_Ms-iLAxVNCqIDHVOuFtAYABAAGgJsZQ&co=1&gclid=Cj0KCQiA2oW-BhC2ARIsADSIAWr4aTaU1u1ib1gZUSSgF156fkTOj_QMXwpZf81ufvLpm5B7GtAu3jgaAh86EALw_wcB&ohost=www.google.com&cid=CAESVeD2lT4qk1I5_sMZaZP6QQx7K0zH0uZRL771eehCpXHgub0qTwzkCNflBF2R8miP2WDSjSy2zfD8UDifxnx7hoWETebGbRUdARcEcm4b33tK45MwQPU&sig=AOD64_0-SSubVa8caeybuHuzcFzIIyRxhg&q=&ctype=99&ved=2ahUKEwiDmKrMs-iLAxXJFBAIHUrTG3cQhKwBegQIIRAP&adurl=
ASTANA VISION г. Астана,· Ophthalmologist,Ophthalmology  clinics,Astana,Kazakhstan,4.5,-252,Qorghalzhyn Hwy 13/7,· 8 (747) 623 5190,⋅ Closes 3 PM,Open,https://vision.kz/
Клиника микрохирургии глаза и эстетической медицины в Астане - RB CLINIC,· Ophthalmology clinic,Ophthalmology  clinics,Astana,Kazakhstan,5,-9,Ulitsa Orynbor 010000,· 8 (700) 185 7979,⋅ Closes 7 PM,Open,https://rb-clinic.kz/
Глазная клиника Доктора Омаровой С.Т.,· Eye care center,Ophthalmology  clinics,Astana,Kazakhstan,3.9,-26,Орынбор көшесі 1,· 8 (701) 888 6577,⋅ Closes 6 PM,Open,http://glazclinic.kz/
"""Oftum"" Европейский Центр Лазерной Коррекции Зрения",· Ophthalmology clinic,Ophthalmology  clinics,Astana,Kazakhstan,3.9,-19,"26, Блок D, Qasym Amanzholov St",· 8 (777) 888 7778,⋅ Closes 2 PM,Open,http://www.oftum.kz/
Oftalmed,· Ophthalmology clinic,Ophthalmology  clinics,Astana,Kazakhstan,5,-1,Акмешит 13/3,· 8 (705) 102 0338,⋅ Closes 4 PM,Open,
Tsentr Vosstanovleniya Zreniya,· Eye care center,Ophthalmology  clinics,Astana,Kazakhstan,4.3,-17,Qabanbay Batyr Ave 13,· 8 (7172) 61 82 82,⋅ 1 PM,Closes soon,
Tsentr Zreniya Astana,· Ophthalmologist,Ophthalmology  clinics,Astana,Kazakhstan,5,-2,Астана улица Акмешит 11 ЖК АСИ 23/33,· 8 (777) 361 3942,⋅ Closes 8 PM,Open,https://70000001039376585.2gis.biz/
Glaznaya Klinika Doktora Omarovoy S.t.,,Ophthalmology  clinics,Astana,Kazakhstan,5,-1,Syganak St 1,· 8 (701) 888 6577,⋅ Closes 6 PM,Open,http://glazclinic.kz/
Filial Kaznii Glaznykh Bolezney,· Research institute,Ophthalmology  clinics,Astana,Kazakhstan,4.4,-331,Zhengis Ave 16/1,· 8 (7172) 99 93 38,⋅ Closes 5 PM,Open,https://eyeinst.kz/
ASTANA VISION KIDS г. Астана,· Children Policlinic,Ophthalmology  clinics,Astana,Kazakhstan,5,-1,"Omarova Ul. 10, 020000",· 8 (747) 090 5306,⋅ Closes 3 PM,Open,https://vision.kz/detskaya-oftalmologiya/
LUCEM MEDICAL CLINIC.,· Walk-in clinic,Ophthalmology  clinics,Astana,Kazakhstan,4.2,-106,Amanat St 2,· 8 (708) 887 3319,,Open 24 hours,
Klinika Mikrokhirurgii Glaza Optima,· Ophthalmologist,Ophthalmology  clinics,Astana,Kazakhstan,4.3,-8,Abay Ave 21,· 8 (7172) 52 47 58,⋅ Opens 9 AM Mon,Closed,
Kozyreva Lyudmila Nikolayevna,· Ophthalmologist,Ophthalmology  clinics,Astana,Kazakhstan,3.4,-5,Zhengis Ave 16/1,8 (7172) 99 93 38,,,
"Meditsinskiy Tsentr Mediker Pediatriya, Too Mediker",· Medical Center,Ophthalmology  clinics,Astana,Kazakhstan,3.2,-91,Zhumabek Tashenov St 20,· 8 (7172) 55 81 21,⋅ Closes 5 PM,Open,http://mediker.kz/mc/138/
Satti Clinic,· Medical clinic,Ophthalmology  clinics,Astana,Kazakhstan,3.5,-8,Габиден Мустафин 21,· 8 (771) 999 9276,⋅ Closes 9 PM,Open,
Kabinet Okhrany Zreniya,· Walk-in clinic,Ophthalmology  clinics,Astana,Kazakhstan,3,-3,Bayimbet Maylin St 11,,⋅ Closes 8 PM,Open,
American Medical Centers Astana,· Medical clinic,Ophthalmology  clinics,Astana,Kazakhstan,5,-10,Kosmonavtov Street 62a,· 8 (7172) 91 97 77,,Open 24 hours,https://amcenters.com/en/astana
Lechebno Diagnosticheskiy Tsentr,· Ophthalmologist,Ophthalmology  clinics,Astana,Kazakhstan,4,-23,Тәуелсіздік 8,· 8 (7172) 36 02 70,⋅ Closes 9 PM,Open,
ASTANA VISION KIDS г. Астана,· Children Policlinic,Ophthalmology  clinics,Astana,Kazakhstan,5,-1,"10, 020000 Омарова ул.",· 8 (747) 090 5306,⋅ Closes 3 PM,Open,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiGro_Ss-iLAxXFQpEFHbFvNM8YABAAGgJscg&co=1&gclid=Cj0KCQiA2oW-BhC2ARIsADSIAWoW-Ly_q7q_IpDhS5GTN3vxmOAMQYrK5xQtOj_NXl6WQaLqFUs3UO4aAm_qEALw_wcB&ohost=www.google.com&cid=CAESVeD2U3YcvTtzWv8mUDDoVzJb0mnVsm3NFGmcgUBuvc1c1pSAHdX1jSUwBFpNXlE1phUSR85ex5iRfyj7MLMRLrhNO4F0oMHr3mhDfkwE5GFUSy_ucVU&sig=AOD64_0qEHMRAM--AO0bs-51fCWhjRFn8A&q=&ctype=99&ved=2ahUKEwiLs4rSs-iLAxU-CRAIHW8zK_I4FBCErAF6BAgIEA8&adurl=
Promed Clinic Центр лечения позвоночника и суставов,· Medical clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Muhammed Haidar Dulati St 176/1,· 8 (700) 811 1010,⋅ Closes 10 PM,Open,https://promedclinic.kz/
Ozdorovitel'nyy Tsentr Irina,· Rehabilitation center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,7JVF+H4V,· 8 (702) 688 1001,⋅ Opens 9 AM Mon,Closed,
Ортопедический Центр-ORTO CLINIC,· Orthopedic clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4,-4,Zheltoqsan St 19,· 8 (707) 756 5689,⋅ Closes 7 PM,Open,https://ortopedia-shymkent.kz/
"Медицинский центр ""Клиника позвоночника""",· Hospital,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.2,-5,Erimbetova 59-11,· 8 (702) 668 4117,⋅ Opens 9 AM Mon,Closed,
Miramed Clinic,· Orthopedic clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-3,"Нурсат 1, 157А",· 8 (775) 445 4039,⋅ Opens 9 AM Mon,Closed,
"Центр развития речи ""Өркен""",· Halfway house,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Manshuq Mametova St 104,· 8 (701) 745 7439,⋅ 3 PM,Closes soon,http://centrorken.kz/
Ria Med,· Medical Center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.3,-9,"мкр. Восток, 89/2",· 8 (705) 242 9793,⋅ Opens 9 AM Mon,Closed,https://www.instagram.com/riamed_clinic/
"""REFRAME"" Тұлғалық Дамыту Орталығы",· Psychologist,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Yelshibek Batyr St 83,· 8 (778) 200 0313,⋅ Opens 9 AM Mon,Closed,
Jak Med,· Medical clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.5,-13,"ул. ​Тамерлановское шоссе, 46/43",,,Open 24 hours,https://www.instagram.com/jakmed_shymkent/
MC Atameken,· Medical Center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,3.3,-34,улица Кулагер 194,· 8 (775) 668 7291,⋅ Opens 9 AM Mon,Closed,https://mc-atameken.kz/
CRYSTAL CORNEA офтальмологический центр,· Eye care center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.2,-23,Qazybek Bi St 57,· 8 (777) 998 4060,⋅ Opens 9 AM Mon,Closed,
Центр мануальной терапии,,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Kaldayakov Street 2,8 (7252) 56 82 85,,,http://cmtclinic.kz/
"Наркологический центр Ренессанс | Лечение алкоголизма, наркомании, игромании в Шымкенте",· Addiction treatment center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-14,Shaymerdenov St 59А,· 8 (708) 498 0053,,Open 24 hours,http://renessans-shymkent.kz/
"Revita Rehab - лечение от наркомании, алкоголизма и игромании в Шымкенте",· Addiction treatment center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Ж.Аймаутова 54,· 8 (700) 137 7070,,Open 24 hours,https://revita-rehab.kz/
Орто Лайн,· Orthopedic shoe store,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.3,-6,Abay Ave 33А,· 8 (7252) 35 94 84,,Open now,http://ortoline.kz/
"""Феникс*С"" ""Phoenix"" Центр психотерапии и наркологии",· Medical clinic,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,5,-1,Sayram St 190,· 8 (702) 754 8341,⋅ Closes 5 PM,Open,
"Salon Krasoty ""Viktoriya""",· Beauty salon,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.6,-216,Джангильдина 8,· 8 (701) 255 4165,⋅ Closes 8 PM,Open,https://2gis.kz/shymkent/firm/70000001025820084
Revmamed,· Medical Center,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.1,-14,Sayram,· 8 (775) 526 7479,⋅ Opens 9 AM Mon,Closed,https://www.instagram.com/revmamed_clinik/
2Gis - Gorodskoy Informatsionnyy Servis,· Citizen information bureau,Physical Therapy & Rehabilitation Clinic,Shymkent,Kazakhstan,4.4,-252,Turar Ryskulov Street 10,· 8 (7252) 40 07 10,⋅ Opens 9 AM Mon,Closed,https://2gis.kz/shymkent
