Clinics,Description,Category,City,Country,rating,Review,Address,Phone_number,Availability,Site_url,Status_working
KKH Servicestelle Berlin Mitte,· Insurance company,Orthopedic clinic,Berlin,Germany,4.8,-122,63 Charlottenstraße,· 030 72610370,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiwiuma-PqLAxUjnYMHHS_GISwYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI0YckNyVBdHTkm9jz03iJKMd-C69KMtFyHncvvYzyIpqRkdTYyQF5kaAlQDEALw_wcB&ohost=www.google.com&cid=CAESVeD2eaCpF2IsCLzUX9-g_omSzh6yiPd8uJoBgXgJZOC-vdNKL6ebLGpntiYpPvUaAP_prrzagdpg1ts5mYfLwcWiYSxq7nkH6hhUVt8d5wXfhz98PKw&sig=AOD64_1l5xf9u1tkUs5v6GDvdphd0oBaYg&q=&ctype=99&ved=2ahUKEwjcx-Oa-PqLAxXbgP0HHbcBGCc4oAEQhKwBegQIMRAP&adurl=,⋅ Opens 10 AM Mon
BellaBrasil Waxingstudio - Prenzlauer Berg,· Waxing Hair-Removal Service,Orthopedic clinic,Berlin,Germany,5,-7,3 Dunckerstraße,· 030 43204377,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiryqqk-PqLAxX8hIMHHU_zDGMYABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI0RNseE6HKGctd6JcKnwaogm-wRgfSX-DMs0VnzNfDhz50sVoQxIvoaAjUDEALw_wcB&ohost=www.google.com&cid=CAESVeD26KPZwBw8fqECHJT9CIyRldxOhXsZvAjyTbzN-cW_mhvfMEShyB8M3iIibQx507L4GLnklV8rT1EjBoH2D7PgRX_R1CrLx1812JbK2CLiCMm9ETo&sig=AOD64_1SgIrPVpqFvoIFnuobsCEEgB509Q&q=&ctype=99&ved=2ahUKEwiq1qSk-PqLAxWhh_0HHSN4AxM4jAEQhKwBegQIHBAP&adurl=,⋅ Opens 9 AM Mon
Dr. med. Michael Seidel,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.6,-14,Potsdamer Ch 80,· +49 30 322902870,Closed,http://www.orthopaedie-in-berlin.de/,⋅ Opens 8 AM Mon
Herr Priv. Doz. Dr. med. Oliver Miltner,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.3,-40,Friedrichstraße 94,· +49 30 40004666,Closed,http://www.docortho.de/,⋅ Opens 8 AM Mon
Orthopädieschuhtechnik Daniel Bürkner,· Orthotics & prosthetics service,Orthopedic clinic,Berlin,Germany,4.7,-31,Bötzowstraße 22,· +49 30 4257649,Closed,http://www.fuss-spezialist-berlin.de/,⋅ Opens 9 AM Mon
EproTec Orthopädietechnik GmbH,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4,-13,Brebacher Weg 15 Haus 48 12683 Berlin,· +49 30 5688220,Closed,https://www.eprotec.de/,⋅ Opens 8 AM Mon
Fuß- und Sprunggelenkchirurgie PD Dr. Serafeim Tsitsilonis,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,5,-1,Bismarckstraße 45-47,· +49 30 92105993,Closed,https://www.sporthopaedicum.de/aerzte/priv.-doz.-dr.-med.-serafeim-tsitsilonis.html,⋅ Opens 8 AM Mon
Dr. med. Dirk Frauenschuh,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.7,-71,Alt-Moabit 90B,· +49 30 3997740,Closed,https://www.ozs-berlin.de/Orthopaedische-Aerzte-berlin/Schulterspezialist-Dr-med-Dirk-Frauenschuh.html,⋅ Opens 7:30 AM Mon
Dr. med. Grundentaler | Handchirurg | Plastische Chirurgie | Handchirurgie | Chirurgie in Berlin,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,4.6,-182,"ÄrzteZENTRUM, Ruschestraße 103/Haus 19",· +49 30 80581228,Closed,http://www.d-rg.de/,⋅ Opens 8 AM Mon
Dr.med. Ingo Seiter,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,3.7,-70,Große Hamburger Str. 5,· +49 30 4510101,Closed,https://berlin-chirurgen.de/team.html,⋅ Opens 9 AM Mon
Privatarztpraxis für Orthopädie und Gesundheitsvorsorge,· Orthopedic surgeon,Orthopedic clinic,Berlin,Germany,5,-6,Derfflingerstraße 14,· +49 30 44728128,Closed,https://www.integrative-medizin.com/,⋅ Opens 8 AM Mon
Koch Orthopädie GmbH (Filiale Neukölln),· Medical supply store,Orthopedic clinic,Berlin,Germany,4.7,-28,Herrfurthstraße 34,· +49 30 6279120,Closed,https://www.koch-orthopaedie.com/,⋅ Opens 9 AM Mon
Telschow Orthopädie-Technik OHG,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,4.2,-33,Alt-Rudow 37,· +49 30 9393720,Closed,http://www.telschow-ot.de/,⋅ Opens 9 AM Mon
Reha-Sport Havelhöhe Orthopädie,· Orthopedic clinic,Orthopedic clinic,Berlin,Germany,5,-6,Kladower Damm 221/Haus 24c,· +49 177 4064487,Closed,http://www.reha-sport-havelhoehe.de/,⋅ Opens 10 AM Mon
KKH Servicestelle Berlin Mitte,· Insurance company,Orthopedic clinic,Berlin,Germany,4.8,-122,63 Charlottenstraße,· 030 72610370,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjYqNWn-PqLAxXmnIMHHbJCOc0YABAAGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI3DuMQ56W1TOR2TmrmbQ6jlPDbdFCxhZuh3XxLaJh321BvRFeMBH4YaAuxlEALw_wcB&ohost=www.google.com&cid=CAESVeD2Bn-jODAgFK3rPbCEPMFaavnCKoT1tlok2-vveeu-S-0aHmhDidTxGRgw3S29pIh7PtzoKceGeTKHqMK4glPS9qb6YZe4vkrHv-_9nGsq_WYvyQY&sig=AOD64_2q5uOQMVHf9a6wXf8sibgXOh886Q&q=&ctype=99&ved=2ahUKEwjjz8-n-PqLAxWch_0HHZDrOsY4eBCErAF6BAgkEA8&adurl=,⋅ Opens 10 AM Mon
WALK AGAIN Center,· Rehabilitation Centre,Neurosurgery,Berlin,Germany,5,-3,Berlin,· 030 60989794,⋅ Opens 8 AM Mon,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwij_KOg-_qLAxV5goMHHerrOLAYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI1J7qQg-jmrARlc3R2ESosAfGHQPNoYN8qzUXyUoOJIqe6_c3_RVesaAp7CEALw_wcB&ohost=www.google.com&cid=CAESVeD2SYagDd7b07HH30bzAddI_ik6U5l6vcUTme8sCWwWwc0Fy71ZOsmeKkrayyRLGlSQF_9Q1owA_uYKFQaa_eZ0jSJW1vxaELZbwabsuLLCeMd_vRM&sig=AOD64_3ERqTVKf-Af2SX56evvpKkzLmNWA&q=&ctype=99&ved=2ahUKEwjw1J-g-_qLAxWN_rsIHbKQHKwQhKwBegQIIxAP&adurl=,Closed
Avicenna Clinic Berlin,· Neurosurgeon,Neurosurgery,Berlin,Germany,4.9,-167,Paulsborner Str. 2,· +49 30 2360830,Open 24 hours,http://www.avicenna-klinik.de/,
Prof. Dr. med. Christian Woiciechowsky & Dr. med. Gregor Auf,· Neurosurgeon,Neurosurgery,Berlin,Germany,4.7,-40,Tauentzienstraße 7B/C,· +49 30 26396480,Closed,https://www.kreuzschmerzen.org/,⋅ Opens 9 AM Mon
"Inter-Neuro Dres. Horaczek, Muskala, Bayerl",· Neurosurgeon,Neurosurgery,Berlin,Germany,4.6,-83,Schlüterstraße 38,· +49 30 88716610,Closed,https://www.inter-neuro.de/,⋅ Opens 9 AM Mon
Herr Prof. Dr. med. Peter Vajkoczy,· Neurosurgeon,Neurosurgery,Berlin,Germany,4.5,-68,Luisenstraße 64,.+49 30 450560002,,https://neurochirurgie.charite.de/metas/person/person/address_detail/prof_dr_med_peter_vajkoczy/,
Privatpraxis Herr Dr. med. Munther Sabarini Neurochirurg - Wirbelsäulenchirurg / Spine Surgeon,· Doctor,Neurosurgery,Berlin,Germany,4.9,-75,Paulsborner Str. 2,· +49 30 2360830,Open 24 hours,http://www.avicenna-klinik.de/,
Neurologie Prenzlauer Berg | Dr. Claassen & Dr. Wontroba,· Neurologist,Neurosurgery,Berlin,Germany,4.2,-68,"Turm D, Schönhauser Allee 118",· +49 30 9309356,Closed,http://neurologie-prenzlauer-berg.de/,⋅ Opens 8:30 AM Mon
Department of Neurology,· University hospital,Neurosurgery,Berlin,Germany,2.7,-11,Bonhoefferweg 3,· +49 30 45050,Open 24 hours,https://neurologie.charite.de/,
Dr. med. Jamal Assaf | Wirbelsäulen- und Neurochirurgie am Ku'damm Berlin,· Neurosurgeon,Neurosurgery,Berlin,Germany,3.8,-8,Joachim-Friedrich-Straße 16,· +49 30 20967920,Closed,http://www.drassaf.de/,⋅ Opens 7 AM Mon
Herr Prof. Dr. med. Matthias Endres,· Neurologist,Neurosurgery,Berlin,Germany,5,-2,Charitépl. 1,. +49 30 450560102,,https://neurologie.charite.de/metas/person/person/address_detail/prof_dr_med_matthias_endres/,
Practice for Neurosurgery | Vivantes MVZ Neukölln,· Medical office,Neurosurgery,Berlin,Germany,4.6,-8,Rudower Str. 48,· +49 30 130143205,Closed,https://mvz.vivantes.de/arztpraxis-finden/mvz-neukoelln/neurochirurgie,⋅ Opens 9 AM Mon
Neurologisches Facharztzentrum Berlin,· Medical clinic,Neurosurgery,Berlin,Germany,3.7,-57,Paretzer Str. 12,· +49 30 6432760,Closed,https://nfzb.de/,⋅ Opens 9 AM Mon
Herr Prof. Dr. med. Jan Kaminsky,· Neurosurgeon,Neurosurgery,Berlin,Germany,4.8,-6,Paretzer Str. 12,.+49 30 82722580,,https://sankt-gertrauden.de/prof-dr-jan-kaminsky-2/,
Infusion Berlin,Naturopath,Oncological clinics,Berlin, Germany,3.8,-161,Berlin,⋅ Opens 9 AM Mon,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiE8MKY_PqLAxUQsYMHHYWCLusYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI2aqKdPP8bJHUWgbGSdJFyR0QUzQQ4_HrdfyByHBz_zaP-S-OkQmYwaArf6EALw_wcB&ohost=www.google.com&cid=CAESVeD2rhcrXKAFbmS_y1nKT1XJpIF5x-gQ8mhhdUuEifV4x9IbSwjzAxqE5vz_-qynqDxn-s3eFfKck2Q0w837flc0OpTal3fXec3Gnm6D2vrKIXWqZ7I&sig=AOD64_2pSLfqWaCZbgBdjMcqoO9tSLtTzA&q=&ctype=99&ved=2ahUKEwjI7b2Y_PqLAxVl3gIHHQRGGGAQhKwBegQIHBAL&adurl=,⋅ Opens 9 AM Mon
Charité Comprehensive Cancer Center,· Research institute,Oncological clinics,Berlin, Germany,4.8,-13,Virchowweg 23,,,https://cccc.charite.de/,
Oncology Care Center Friedrichshain,· Cancer treatment center,Oncological clinics,Berlin, Germany,4,-28,Landsberger Allee 117,⋅ Opens 8 AM Mon,Closed,https://www.onkologie-friedrichshain.de/,⋅ Opens 8 AM Mon
Charité Comprehensive Cancer Center,· Doctor,Oncological clinics,Berlin, Germany,4.8,-8,Invalidenstraße 80,,,https://cccc.charite.de/,
Praxis für Hämatologie und Onkologie Berlin Mitte,· Cancer treatment center,Oncological clinics,Berlin, Germany,4.5,-39,Friedrichstraße 113A,⋅ Opens 9 AM Mon,Closed,,⋅ Opens 9 AM Mon
Radiotherapy | MVZ Charité Vivantes,· Cancer treatment center,Oncological clinics,Berlin, Germany,4.7,-18,Landsberger Allee 49,⋅ Opens 8 AM Mon,Closed,https://www.discovering-hands.de/,⋅ Opens 8 AM Mon
ImmuLife GmbH innovative Krebstherapie,· Cancer treatment center,Oncological clinics,Berlin, Germany,3,-2,Kurfürstendamm 14,,,http://zichron-intl.org/,
Hämatoonkologisches Zentrum | DRK Kliniken Berlin Köpenick,· Cancer treatment center,Oncological clinics,Berlin, Germany,3.1,-7,"Salvador-Allende-Straße 2–8, Einfahrt für Fahrzeuge über Müggelschlößchenweg, Haus 5.1, Ebene 4, Salvador-Allende-Straße 2-8",⋅ Opens 8 AM Mon,Closed,http://bio-rezonans.ru/,⋅ Opens 8 AM Mon
Vivantes MVZ Neukölln - Praxis für Strahlentherapie,· Cancer treatment center,Oncological clinics,Berlin, Germany,4.3,-7,Rudower Str. 48,⋅ Opens 8 AM Mon,Closed,https://www.discovering-hands.de/,⋅ Opens 8 AM Mon
Praxisklinik - Krebsheilkunde für Frauen / Brustzentrum Berlin,· Obstetrician-gynecologist,Oncological clinics,Berlin, Germany,3.7,-56,Möllendorffstraße 52,⋅ Opens 8 AM Mon,Closed,https://www.helios-gesundheit.de/standorte-angebote/kliniken/berlin-buch/leistungen/zentren/tumorzentrum/,⋅ Opens 8 AM Mon
Helios Hospital Berlin-Buch,· Hospital,Oncological clinics,Berlin, Germany,3.7,-848,Schwanebecker Ch 50,,Open 24 hours,https://www.helios-gesundheit.de/kliniken/berlin-buch/,
Heilpraktikerin Elisabeth Seidel,· Doctor,Oncological clinics,Berlin, Germany,3.8,-161,Berlin,⋅ Opens 9 AM Mon,Closed,https://www.discovering-hands.de/,⋅ Opens 9 AM Mon
"Medizinische Klinik mit Schwerpunkt Hämatologie, Onkologie und Tumorimmunologie | Charité Campus Mitte",· University hospital,Oncological clinics,Berlin, Germany,3.8,-8,Luisenstraße 13A,,Open 24 hours,https://www.tumor-online.de/,
Hämatologie und Zelltherapie | Helios Klinikum Berlin-Buch,· Cancer treatment center,Oncological clinics,Berlin, Germany,3.3,-7,Schwanebecker Ch 50,⋅ Opens 7:30 AM Mon,Closed,https://www.helios-gesundheit.de/kliniken/berlin-buch/unser-angebot/unsere-fachbereiche/haematologie-und-stammzelltransplantation/,⋅ Opens 7:30 AM Mon
Klinik für Radioonkologie und Strahlentherapie | Charité Campus Virchow Klinikum,· Cancer treatment center,Oncological clinics,Berlin, Germany,5,-1,Südring 5,,,https://radioonkologie.charite.de/,
Charité – Universitätsmedizin Berlin,· University hospital,Oncological clinics,Berlin, Germany,3.2,-836,Charitépl. 1,,Open 24 hours,https://www.charite.de/,
Lungenkrebszentrumum DKG | Gemeinschaftskrankenhaus Havelhöhe,· Cancer treatment center,Oncological clinics,Berlin, Germany,3,-4,Kladower Damm 221/Haus 10,,,https://www.alexianer-berlin-hedwigkliniken.de/st-hedwig-krankenhaus/einrichtungen/poliklinik-grosse-hamburger-strasse,
Lungentumorambulanz | Charité Campus Virchow-Klinikum,· Cancer treatment center,Oncological clinics,Berlin, Germany,5,-1,"Charité-Campus Virchow-Klinikum Postadresse: Augustenburger Platz 1 Auf dem Gelände:, Südring 9",⋅ Opens 8 AM Mon,Closed,,⋅ Opens 8 AM Mon
Brustzentrum | DRK Kliniken Berlin Köpenick,· Cancer treatment center,Oncological clinics,Berlin, Germany,4.2,-10,"Onkologisches Zentrum Berlin, Salvador-Allende-Straße 2–8",⋅ Opens 8 AM Mon,Closed,,⋅ Opens 8 AM Mon
"Brustzentrum Westend, DRK Kliniken Berlin Westend",· Hospital department,Oncological clinics,Berlin, Germany,4.4,-26,Spandauer Damm 130/Haus 17,⋅ Opens 9 AM Mon,Closed,https://www.drk-kliniken-berlin.de/lungenkrebszentrum-mitte,⋅ Opens 9 AM Mon
Praxis für Strahlentherapie Moabit - Dr. med. Hanno Koppe,· Radiotherapist,Oncological clinics,Berlin, Germany,4.8,-26,Turmstr. 21,⋅ Opens 9 AM Mon,Closed,http://onkopedia-guidelines.info/,⋅ Opens 9 AM Mon
Darmzentrum Treptow-Köpenick | DRK Kliniken Berlin Köpenick,· Cancer treatment center,Oncological clinics,Berlin, Germany,3,-2,"Salvador-Allende-Straße 2–8, Einfahrt für Fahrzeuge über Müggelschlößchenweg, Haus 5.1, 4. OG",⋅ Opens 8 AM Mon,Closed,https://www.drk-kliniken-berlin.de/darmzentrum-koepenick,⋅ Opens 8 AM Mon
Radiologie im MVZ am Krankenhaus Hedwigshöhe,· Medical clinic,Oncological clinics,Berlin, Germany,4.7,-13,"Villa, Höhensteig 1",,,,
MEOCLINIC - Privatpraxen und Privatklinik in Berlin Mitte,· Private hospital,Oncological clinics,Berlin, Germany,3.8,-249,Altensteinstraße 42,⋅ Opens 8 AM Mon,Closed,,⋅ Opens 8 AM Mon
Frau Dr. med Dilan Arsoy,· Plastic surgeon,Ent clinics,Berlin, Germany,4.9,-62,Berlin,· 030 20944000,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwjI3Oa-_vqLAxWfjYMHHeoWOK4YABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI12u4FC93EX893OABN_g4wZCUsJpwPX_G-oYTVElp4Y0hgaXXM1l-oaAh8hEALw_wcB&ohost=www.google.com&cid=CAESVeD22rxAHB6FLdSVBD6qriJmtWZMkgNuW71FC1i9k-eJIvz2uvMm-CAx0zAlPlI3sE0N2jQ-i-FwkCD289-88knLlyAOo78D3RrYxntQR-MwMsKZZSs&sig=AOD64_0xQpb7afhYYh2jdmjure1KY5L0OQ&q=&ctype=99&ved=2ahUKEwiVpuG-_vqLAxUXif0HHRPwGvQQhKwBegQIIBAP&adurl=,⋅ Opens 12 AM Mon
ENT doctor's office Dr. med. Susann Roos,· Otolaryngologist,Ent clinics,Berlin, Germany,4.4,-164,Weydingerstraße 18/3. OG,· +49 30 2425212,Closed,https://hno-praxis-roos.de/,⋅ Opens 7:30 AM Mon
ENT practice Dr. med. Markus Seidel,· Doctor,Ent clinics,Berlin, Germany,4.9,-94,Kastanienallee 2,· +49 30 4483568,Closed,http://www.hno-seidel.de/,⋅ Opens 9 AM Mon
Dr. med. Matthias Lohaus,· Otolaryngologist,Ent clinics,Berlin, Germany,4.7,-75,Linkstraße 8,· +49 30 25925252,Closed,http://www.lohaus-hno.de/,⋅ Opens 10 AM Mon
Wohlt Gerrit Dr. med.,· Otolaryngologist,Ent clinics,Berlin, Germany,4.9,-30,Fasanenstraße 70,· +49 30 31507655,Closed,https://www.wohlt.de/,⋅ Opens 9 AM Mon
ENT physician Dr. med. Kai Müller,· Otolaryngologist,Ent clinics,Berlin, Germany,4.2,-148,Schloßstraße 28,· +49 30 7919031,Closed,https://hno-arzt-mueller.de/praxis/steglitz,⋅ Opens 8:30 AM Mon
Dr. Nahed Naes HNO Praxis und Ästhetik Zentrum,· Otolaryngologist,Ent clinics,Berlin, Germany,4.6,-90,Brunnenstraße 160,· +49 30 4553032,Closed,http://www.hno-nahednaes.de/,⋅ Opens 9:30 AM Mon
Dr. Andreas Kähne,· Otolaryngologist,Ent clinics,Berlin, Germany,4.1,-30,"Karl-Marx-Straße 142, (Eingang Saltykowstraße)",· +49 30 6322570,Closed,http://www.mvz-dob.de/,⋅ Opens 8 AM Mon
ENT practice Dr.med.Andreas Glusa,· Otolaryngologist,Ent clinics,Berlin, Germany,4.2,-121,Otto-Suhr-Allee 106C,· +49 30 3413361,Closed,,⋅ Opens 8 AM Mon
Dr. med. Susanne Kraas Specialist ENT - Medicine,· Otolaryngologist,Ent clinics,Berlin, Germany,4.2,-43,Karl-Hofer-Straße 39,· +49 30 8023030,Closed,http://www.berlin-hnopraxis.de/,⋅ Opens 8:30 AM Mon
Dr. Sabine Schmidt,· Otolaryngologist,Ent clinics,Berlin, Germany,4.8,-98,Clausewitzstraße 2,· +49 30 8814367,Closed,https://www.hno-aerzte-im-netz.de/aerzte/berlin/berlin_schmidt/startseite.html,⋅ Opens 10 AM Mon
ENT practice Dr. Rafael Hardy in Berlin Tiergarten,· Doctor,Ent clinics,Berlin, Germany,3.4,-293,Turmstr. 33,· +49 30 3942235,Closed,http://www.hno-praxis-hardy.de/,⋅ Opens 9 AM Mon
Dr. med. Thomas Schuster,· Otolaryngologist,Ent clinics,Berlin, Germany,4.4,-132,Nollendorfpl. 3,· +49 30 2163054,Closed,,⋅ Opens 9 AM Mon
Clinic for Otorhinolaryngology - Vivantes Hospital in Friedrichshain,· Otolaryngology clinic,Ent clinics,Berlin, Germany,5,-1,Landsberger Allee 49,.+49 30 130231268,,https://www.vivantes.de/klinikum-im-friedrichshain/hals-nasen-ohrenheilkunde-kopf-halschirurgie,
ENT practice Lichtenberg,· Otolaryngologist,Ent clinics,Berlin, Germany,3.4,-58,"Dr. med. Beate Lulkiewicz, Frankfurter Allee 231A",· +49 30 55184262,Closed,http://hno-praxis-lichtenberg.de/,⋅ Opens 8 AM Mon
Maxie Schönitz & Nurcihan Hermes HNO Heilkunde,· Otolaryngology clinic,Ent clinics,Berlin, Germany,4.3,-163,Ludwigkirchstraße 3,· +49 30 8732839,Closed,http://www.hno-wilmersdorf.com/,⋅ Opens 9 AM Mon
HNO-Praxis Dr. med. Pfeufer,· Doctor,Ent clinics,Berlin, Germany,4.7,-39,Ansbacher Str. 13,· +49 30 2133444,Closed,http://www.hno1berlin.de/,⋅ Opens 11:30 AM Mon
Dipl. Med. Ute Rehberg,· Otolaryngologist,Ent clinics,Berlin, Germany,3.1,-126,Rosenthaler Str. 46/47,· +49 30 440307730,Closed,https://www.hno-berlin-mitte.de/,⋅ Opens 9 AM Mon
Dr. med. Kerstin Kluge,· Otolaryngologist,Ent clinics,Berlin, Germany,4.2,-141,Marchlewskistraße 101,· +49 30 2960802,Closed,,⋅ Opens 8 AM Mon
DR. MED. GUIDO ALEXANDER BUSCH,· Otolaryngologist,Ent clinics,Berlin, Germany,4.7,-93,Kurfürstendamm 177,· +49 30 92124426,Closed,http://www.hnodrbusch.de/,⋅ Opens 9 AM Mon
Dr. med. Peter Aust,· Otolaryngologist,Ent clinics,Berlin, Germany,4,-88,Reichenberger Str. 170,· +49 30 6143090,Closed,,⋅ Opens 9:30 AM Mon
Frau Dr. med Dilan Arsoy,· Plastic surgeon,Ent clinics,Berlin, Germany,4.9,-62,Berlin,· 030 20944000,Closed,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj-zIfP_vqLAxX2mIMHHddbFHgYABAIGgJlZg&co=1&gclid=Cj0KCQiA8q--BhDiARIsAP9tKI1KrRpPCkiw35tKmrpXBSAtZUJNNJv2aAC7MZ-8BUYcnduizO-s28caAmxOEALw_wcB&ohost=www.google.com&cid=CAESVeD2-oyq9OVXebgWDHI6JGtGJwaEkMPhtx0HLyu2RZ_9pMuCtFbZiLRrzrc8F6e0ZGz_4-n_5DtHIFPmILNz15dAh_yqMV2ByckmZmiMJkLt-ZA-v5w&sig=AOD64_3ARV1Zz7SBqa-rrVnMZlZ8r-a5ww&q=&ctype=99&ved=2ahUKEwjujYLP_vqLAxXcgf0HHdMFDqs4KBCErAF6BAgeEA8&adurl=,⋅ Opens 12 AM Mon
Privatpraxis für HNO-Heilkunde Dr. med. Kathrin Ernst,· Otolaryngologist,Ent clinics,Berlin, Germany,4.8,-22,Mommsenstraße 28,· +49 30 31013840,Closed,https://www.hno-berlin-dr-ernst.de/,⋅ Opens 9 AM Mon
Dr. med. Michael Partow,· Doctor,Ent clinics,Berlin, Germany,4.3,-52,Spandauer Damm 130,· +49 30 48481826,Closed,http://www.hno-partow.de/,⋅ Opens 9 AM Mon
HNO Praxen,· Doctor,Ent clinics,Berlin, Germany,3,-418,Karl-Marx-Straße 142,· +49 30 6322570,Closed,http://www.mvz-dob.de/,⋅ Opens 8 AM Mon
HNO Facharztpraxis Dr. med. Rüdiger Kuhnke,· Otolaryngologist,Ent clinics,Berlin, Germany,4.9,-78,Kurfürstendamm 139,· +49 30 8929942,Closed,https://www.hno-help.de/,⋅ Opens 11 AM Mon
HNO Zentrum am Kudamm,· Otolaryngologist,Ent clinics,Berlin, Germany,3.7,-91,Giesebrechtstraße 7,· +49 30 88774203,Closed,https://www.hnozentrum-kudamm.de/,⋅ Opens 9 AM Mon
Dipl.-Med. Heike Rachfall,· Otolaryngologist,Ent clinics,Berlin, Germany,4.4,-125,Weißenseer Weg 37,· +49 30 97104482,Closed,,⋅ Opens 8 AM Mon
HNO-Zentrum,· Otolaryngology clinic,Ent clinics,Berlin, Germany,3.3,-3,Schloßstraße 19,.+49 30 8522003,,http://hnozentrum-friedenau.de/,
MEOCLINIC - Privatpraxen und Privatklinik in Berlin Mitte,· Private hospital,Ent clinics,Berlin, Germany,3.8,-249,Friedrichstraße 71,· +49 30 20944000,Closed,https://www.meoclinic.de/,⋅ Opens 8 AM Mon
Frau Dr. med. Gesine Schwarz,· Otolaryngologist,Ent clinics,Berlin, Germany,4.5,-90,Kurfürstendamm 182,· +49 30 8812947,Closed,http://www.hno-schwarz-kudamm.de/,⋅ Opens 9 AM Mon
Franziska Schwirkmann-Tjon,· Otolaryngologist,Ent clinics,Berlin, Germany,4,-75,Grunewaldstraße 6,· +49 30 81058595,Closed,http://www.hno-tjon.de/,⋅ Opens 8:30 AM Mon
Hals-Nasen-Ohrenheilkunde | Helios Klinikum Berlin-Buch,· Otolaryngology clinic,Ent clinics,Berlin, Germany,3,-76,"50 Schwanebecker Chaussee, Schwanebecker Ch 50",· +49 30 940154120,Closed,https://www.helios-gesundheit.de/kliniken/berlin-buch/unser-angebot/unsere-fachbereiche/hals-nasen-ohrenheilkunde/leistung/hno-erkrankungen/,⋅ Opens 8 AM Mon
HNO-Facharztzentrum am Friedrichshain: Sven Holleck-Weithmann & Kollegen,· Otolaryngologist,Ent clinics,Berlin, Germany,3.4,-273,Matthiasstraße 7,· +49 30 42108680,Closed,http://www.facharztzentrum-friedrichshain.de/,⋅ Opens 8 AM Mon
HNO-Praxis Dr. Dr. Benter,· Otolaryngologist,Ent clinics,Berlin, Germany,4,-134,Teltower Damm 35,· +49 30 8118041,Closed,https://hno-benter.de/,⋅ Opens 8:30 AM Mon
nase-berlin.de,· Otolaryngologist,Ent clinics,Berlin, Germany,5,-3,Marburger Str. 17,· +49 30 23604949,Closed,http://www.nase-berlin.de/,⋅ Opens 3 PM Mon
angioclinic city lounge,· Specialised Hospital,Ent clinics,Berlin, Germany,4,-8,160 Friedrichstraße,030 212223390,,,
MVZ für Gastroenterologie am Bayerischen Platz,· Gastroenterologist,Ent clinics,Berlin, Germany,3.6,-263,Innsbrucker Str. 58,· +49 30 81459190,Closed,http://gastroenterologen-in-berlin.de/,⋅ Opens 7:30 AM Mon
MVZ GASTROENTEROLOGY FRIEDRICHSHAIN,· Gastroenterologist,Ent clinics,Berlin, Germany,4.3,-115,Matthiasstraße 7,· +49 30 544491100,Closed,https://gastroenterologie-friedrichshain.de/,⋅ Opens 8 AM Mon
Gastroenterology in Mühleberg district Dr. Rüdiger Berndt,· Gastroenterologist,Ent clinics,Berlin, Germany,4.1,-126,Greifswalder Str. 88,· +49 30 4234595,Closed,http://www.gastropraxis.berlin/,⋅ Opens 8 AM Mon
"Gastroenterologie Gropiusstadt, Dres. Genrich/Kabus/Förster/Kappelmayer",· Medical office,Ent clinics,Berlin, Germany,4.3,-127,"GesundheitsZentrum in den Gropius Passagen, Johannisthaler Ch 317",· +49 30 6021081,Closed,http://www.gastroenterologie-gropiusstadt.de/,⋅ Opens 8:30 AM Mon
Gastroenterologisches Zentrum am Spreebogen (im Gewobag-Gebäude 1.OG),· Gastroenterologist,Ent clinics,Berlin, Germany,4.2,-78,Alt-Moabit 101B,· +49 30 4621038,Closed,http://gastroenterologie-spreebogen.de/,⋅ Opens 8 AM Mon
Dr. med. Andreas Horn,· Gastroenterologist,Ent clinics,Berlin, Germany,4.9,-116,Landsberger Allee 131A,· +49 30 9705025,Closed,https://www.gastroenterologie-horn.de/,⋅ Opens 8 AM Mon
Dr. med. Dietrich Beuthner,· Gastroenterologist,Ent clinics,Berlin, Germany,4,-132,Pflügerstraße 75,· +49 176 64351108,Closed,https://www.xn--gastroenterologie-neuklln-kreuzberg-9qd.de/,⋅ Opens 8 AM Mon
